"name","latitude","longitude","grantee","grantNumber","delegateNo","centerType","programType","programDelegateName","programMainPhoneNumber","programAddress","programCity","programState","programZipCode","phone","address","city","state","zip","id"
"Pearsall Center","28.8885109","-99.10597280000002","Kids Are First, Inc
2208 N 1st St
Carrizo Springs, TX 78834-2036
(830)876-9265
","06CH9980","200","Early Head Start","Early Head Start","Kids Are First, Inc","","2208 N 1st St ","Carrizo Springs","TX","78834-2036","(830) 334-9290","803 W Frio St","Pearsall","TX","78061-2034","58964"
"Otis Klar Head Start/Early Head Start","26.481720909543466","-97.77053224232787","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","200","Early Head Start","Early Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 689-3789","1305 E Hidalgo Ave","Raymondville","TX","78580-4116","53879"
"Baker-Ripley EHS","29.710644","-95.49769800000001","Neighborhood Centers Inc.
4500 Bissonnet Suite 200
Bellaire, TX 77401-3113
(713)273-3211
","06HP0015","200","Early Head Start","Early Head Start","Neighborhood Centers Inc.","","4500 Bissonnet Suite 200 ","Bellaire","TX","77401-3113","(713) 273-3211","6500 Rookin St
Bldg B","Houston","TX","77074-5019","54891"
"Southwest Early Learning Center","29.30527799999999","-98.67031459999998","PARENT & CHILD INC.
1223 Brady Blvd
San Antonio, TX 78207-7926
(210)475-5006
","06CH7178","200","Early Head Start","Early Head Start","PARENT & CHILD INC.","","1223 Brady Blvd ","San Antonio","TX","78207-7926","","11914 Dragon Ln","San Antonio","TX","78252-2612","52833"
"Cedar Bend CDC","30.409063","-97.69378999999998","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","200","Early Head Start","Early Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 284-7464","1808 Cedar Bend Dr","Austin","TX","78758-2600","46403"
"Education Complex EHS/HS","29.5963971","-95.5240824","NEIGHBORHOOD CENTERS, INC.
4500 Bissonnet St Ste 200
Bellaire, TX 77401-3113
(713)273-3211
","06CH10136","200","Early Head Start","Early Head Start","NEIGHBORHOOD CENTERS, INC.","","4500 Bissonnet St Ste 200 ","Bellaire","TX","77401-3113","(281) 327-6110","1557 Independence Blvd","Missouri City","TX","77489-3104","80646"
"�Dickson Early Head Start","31.090503","-97.36337900000001","Central Texas 4C, Inc.
504 N 5th St
Temple, TX 76501-3112
(254)778-0489 - 116
","06CH7189","200","Early Head Start","Early Head Start","Central Texas 4C, Inc.","","504 N 5th St ","Temple","TX","76501-3112","(254) 215-6181","1100 S 33rd St","Temple","TX","76504-5238","51396"
"Park Lake CDC","32.65359603982917","-97.36445689814758","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","200","Early Head Start","Early Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 294-5107","3312 Park Lake Dr","Fort Worth","TX","76133-4602","57313"
"Sabine County Home Base Head Start/Early Head Start","31.2534939","-93.9728945","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","200","Early Head Start","Early Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 657-4745","603 Temple Av","Pineland","TX","75968","41851"
"Little Lambs Family Learning Center","30.28052167947609","-98.87785883995059","Center for New Communities
1313 Guadalupe St
Ste 200
San Antonio, TX 78207-5555
(210)314-3200
","06CH7186","200","Early Head Start","Early Head Start","Center for New Communities","","1313 Guadalupe St Ste 200","San Antonio","TX","78207-5555","(210) 314-3200","415 W Austin St","Fredericksburg","TX","78624-3207","52372"
"Options Head Start","31.7059006","-106.2738177","Education Service Center Region 19
11670 Chito Samaniego
El Paso, TX 79936-6956
(915)790-4610
","06CH7147","200","Early Head Start","Early Head Start","Education Service Center Region 19","","11670 Chito Samaniego ","El Paso","TX","79936-6956","(915) 790-4601","12380 Pine Springs Dr","El Paso","TX","79928-5204","85323"
"Ella Austin","29.432058744162187","-98.47102399814759","City of San Antonio
106 S ST MARY'S ST, SUITE 700
SAN ANTONIO, TX 78205-3603
(210)206-5500
","06HP0019","200","Early Head Start","Early Head Start","City of San Antonio","","106 S ST MARY'S ST, SUITE 700 ","SAN ANTONIO","TX","78205-3603","(210) 224-2485","1023 N Pine St","San Antonio","TX","78202-1203","58008"
"Bastrop Child Development Center","30.1293581","-97.31800520000002","CEN-TEX FAMILY SERVICES INC
2402 N. Main Street
BASTROP, TX 78602-
(512)303-7737
","06CH7105","200","Early Head Start","Early Head Start","CEN-TEX FAMILY SERVICES INC","","2402 N. Main Street ","BASTROP","TX","78602","(512) 321-7774","607 Mesquite St","Bastrop","TX","78602-1543","39809"
"Rosedale V","32.730929","-97.25995699999999","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","200","Early Head Start","Early Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 535-7711","4244 E Rosedale St","Fort Worth","TX","76105-1825","85570"
"Dawson CDC","30.2346977","-97.7641678","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","200","Early Head Start","Early Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 841-0711","3001 S 1st St","Austin","TX","78704-6351","85991"
"Regina School House","27.5572302","-99.482446","County of Webb
5904 West Drive Units 6 & 7
Laredo, TX 78041-6047
(956)795-1515
","06HP0006","200","Early Head Start","Early Head Start","County of Webb","","5904 West Drive Units 6 & 7 ","Laredo","TX","78041-6047","(956) 753-3269","1302 Calle Del Norte
Ste 5","Laredo","TX","78041-6043","54997"
"Newton Head Start/Early Head Start","30.8630673","-93.7608079","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","200","Early Head Start","Early Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","1003A Martin Luther King Dr","Newton","TX","75966-4026","82729"
"Mt. Pleasant ISD- Child Development Center","33.1575808","-94.9847163","MT PLEASANT INDEPENDENT SCHOOL DISTRICT
201 Gibson Ave
Mount Pleasant, TX 75455-3735
(903)577-7645
","06CH7127","200","Early Head Start","Early Head Start","MT PLEASANT INDEPENDENT SCHOOL DISTRICT","","201 Gibson Ave ","Mount Pleasant","TX","75455-3735","(903) 577-7645","1602 W Ferguson Rd","Mount Pleasant","TX","75455-2918","44726"
"Socorro HS & EHS","31.662126","-106.27113600000001","Education Service Center Region 19
11670 Chito Samaniego
El Paso, TX 79936-6956
(915)790-4610
","06CH7147","200","Early Head Start","Early Head Start","Education Service Center Region 19","","11670 Chito Samaniego ","El Paso","TX","79936-6956","(915) 791-4871","693 N Rio Vista Rd","Socorro","TX","79927-4600","44702"
"Round Rock Head Start 0-5","30.510782","-97.66857800000002","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES
604 High Tech Drive
Georgetown, TX 78626-
(512)763-1400 - 37
","06CH7173","200","Early Head Start","Early Head Start","OPPORTUNITIES FOR WILLIAMSON AND BURNET COUNTIES","","604 High Tech Drive ","Georgetown","TX","78626","(1) 512-255","1001 E Main St","Round Rock","TX","78664-4418","49732"
"Head Start at the"" Y"" Early Childhood Center","27.712026","-97.387855","NUECES COUNTY COMMUNITY ACTION AGENCY
101 South Padre Island Drive
Corpus Christi, TX 78405-4102
(361)883-7201
","06CH7090","200","Early Head Start","Early Head Start","NUECES COUNTY COMMUNITY ACTION AGENCY","","101 South Padre Island Drive ","Corpus Christi","TX","78405-4102","(361) 852-2361","4639 Corona Dr
Ste 56","Corpus Christi","TX","78411-5412","47956"
"Wesley Early Head Start Center","29.780234","-95.35350900000003","AVANCE Houston, Inc.
4281 Dacoma St
Houston, TX 77092-8607
(713)812-0033
","06CH10133","200","Early Head Start","Early Head Start","AVANCE Houston, Inc.","","4281 Dacoma St ","Houston","TX","77092-8607","(713) 227-4300","1410 Noble St","Houston","TX","77009-8243","57476"
"Bock Center","32.745446","-96.82881989999998","ChildCareGroup
1420 W Mockingbird Ln
Ste 300
Dallas, TX 75247-4973
(214)905-2497
","06CH7093","200","Early Head Start","Early Head Start","ChildCareGroup","","1420 W Mockingbird Ln Ste 300","Dallas","TX","75247-4973","(214) 942-4300","407 W 10th St","Dallas","TX","75208-4620","35211"
"Tri-C Head Start/Early Head Start","31.7944451","-94.1825976","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","200","Early Head Start","Early Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","214 Nacogdoches St","Center","TX","75935-3854","41843"
"ChildCare Network #194","32.860595","-97.28098190000003","CHILDCAREGROUP
1420 W MOCKINGBIRD LANE
SUITE 300
DALLAS, TX 75247-4973
(214)630-7911
","06HP0007","200","Early Head Start","Early Head Start","CHILDCAREGROUP","","1420 W MOCKINGBIRD LANE SUITE 300","DALLAS","TX","75247-4973","(817) 484-0045","6161 Haltom Rd","Haltom City","TX","76137-2171","55179"
"Growing Tree Early Head Start Center","29.4937213","-98.61775360000001","Family Service Association of San Antonio, Inc.
702 San Pedro Avenue
San Antonio, TX 78212-4610
(210)299-2704
","06HP0002","200","Early Head Start","Early Head Start","Family Service Association of San Antonio, Inc.","","702 San Pedro Avenue ","San Antonio","TX","78212-4610","(210) 397-8959","6632 Bandera Rd
Portable #3","San Antonio","TX","78238-1435","54529"
"EHS Child Development Center  - Frank Garrett","29.4421609","-98.53147230000002","Avance-San Antonio, Inc.
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788
","06CH7141","200","Early Head Start","Early Head Start","Avance-San Antonio, Inc.","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(210) 734-7924","1226 NW 18th St
Frank Garrett","San Antonio","TX","78207-1300","47190"
"Kingsville CDC","27.5247491","-97.86479170000001","Community Action Corporation of South Texas
204 East 1st Street
P.O. Drawer 1820
Alice, TX 78333-1820
(361)664-0145 - 2025
","06CH010327","200","Early Head Start","Early Head Start","Community Action Corporation of South Texas","","204 East 1st Street P.O. Drawer 1820","Alice","TX","78333-1820","(361) 592-9671","400 E Nettie","Kingsville","TX","78363","85518"
"Ortega CDC","30.2700547","-97.68494329999999","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","200","Early Head Start","Early Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 928-8070","1135 Garland Ave","Austin","TX","78721-2625","41798"
"Aldine ISD","29.9363481","-95.3551367","AVANCE-Houston, Inc.
4281 Dacoma St.
Houston, TX 77092-8607
(713)812-0033 - 115
","06HP0029","200","Early Head Start","Early Head Start","AVANCE-Houston, Inc.","","4281 Dacoma St. ","Houston","TX","77092-8607","(281) 985-7469","15014 Aldine Westfield Rd","Houston","TX","77032-3002","55076"
"Vogel Alcove Child Care","32.7738901","-96.76923449999998","Head Start of Greater Dallas, Inc.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6400
","06HP0021","200","Early Head Start","Early Head Start","Head Start of Greater Dallas, Inc.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 368-8686","PO Box 150948","Dallas","TX","75315-0948","55154"
"Tyler County Home Base","30.7692112","-94.4276252","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","200","Early Head Start","Early Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","1201Cardinal Dr","Woodville","TX","75979-5427","82731"
"Colonias Project--Val Verde","29.362458","-100.89613600000001","Avance, Inc. - Las Colonias Early Head Start
811 E Bowie Ave
Alamo, TX 78516-2787
(956)354-2130
","06CH7188","200","Early Head Start","Early Head Start","Avance, Inc. - Las Colonias Early Head Start","","811 E Bowie Ave ","Alamo","TX","78516-2787","(830) 774-5200","305 E Garfield St","Del Rio","TX","78840-5109","51392"
"Boyd EHS & HS","33.0755413","-97.5729832","CDI HS/North Texas, TX
548 Santa Fe Dr
Weatherford, TX 76086-6503
(682)253-4230
","90CH010440","200","Early Head Start","Early Head Start","CDI HS/North Texas, TX","","548 Santa Fe Dr ","Weatherford","TX","76086-6503","(940) 539-9076","650 Knox Ave","Boyd","TX","76023-3216","85452"
"Little Palominos","27.5087565","-99.51888759999997","Webb County Commissioners
102 Sierra Vista Blvd
Laredo, TX 78046-7761
(956)286-2473
","06CH7137","200","Early Head Start","Early Head Start","Webb County Commissioners","","102 Sierra Vista Blvd ","Laredo","TX","78046-7761","(956) 795-1515","West End Washington St","Laredo","TX","78040","47099"
"PCI Circle North Early Learning  Center - Expansion","29.48733901514889","-98.58446084431483","Parent Child Incorporated
1223 Brady Boulevard
San Antonio, TX 78207-7328
(210)475-5006
","06HP0001","200","Early Head Start","Early Head Start","Parent Child Incorporated","","1223 Brady Boulevard ","San Antonio","TX","78207-7328","","5002 NW Loop 410","San Antonio","TX","78229-5314","54698"
"Meadowbrook HACA","30.246179","-97.765965","Child Inc
818 East 53rd Street
Austin, TX 78751-2299
(512)451-7361 - 228
","06HP0010","200","Early Head Start","Early Head Start","Child Inc","","818 East 53rd Street ","Austin","TX","78751-2299","(512) 767-7824","1201 W Live Oak St","Austin","TX","78704-5096","53127"
"EHS Child Development Center - Mirasol","29.4228365","-98.54959559999998","Avance-San Antonio, Inc.
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788
","06CH7141","200","Early Head Start","Early Head Start","Avance-San Antonio, Inc.","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(210) 432-5502","611 SW 28th St","San Antonio","TX","78237-2164","47195"
"Dimmitt ISD","34.5478096","-102.32128449999999","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 647-5186","708 W Stinson St","Dimmitt","TX","79027-2327","57356"
"EHS CC at the CDC","33.5628079","-101.881617","South Plains Community Action Association, Inc. (SPCAA)
411 Austin St
Levelland, TX 79336-4733
(806)894-2207 - 8
","06HP0033","200","Early Head Start","Early Head Start","South Plains Community Action Association, Inc. (SPCAA)","","411 Austin St ","Levelland","TX","79336-4733","(806) 792-2723","3101 34th St","Lubbock","TX","79410-3227","54856"
"Wee Can Academy","32.8050712","-96.7785417","CHILDCAREGROUP
1420 W MOCKINGBIRD LANE
SUITE 300
DALLAS, TX 75247-4973
(214)630-7911
","06HP0007","200","Early Head Start","Early Head Start","CHILDCAREGROUP","","1420 W MOCKINGBIRD LANE SUITE 300","DALLAS","TX","75247-4973","","4621 Ross Ave","Dallas","TX","75204-4994","85859"
"Andrews Early Head Start","32.3327945","-102.54963729999997","WEST TEXAS OPPORTUNITIES, INC
603 N 4th ST
Lamesa, TX 79331-
(806)872-2134
","06CH010419","200","Early Head Start","Early Head Start","WEST TEXAS OPPORTUNITIES, INC","","603 N 4th ST ","Lamesa","TX","79331","(432) 524-7218","1305 NE 1st St","Andrews","TX","79714-3671","84821"
"Weatherford EHS/HS","32.7631143","-97.8058421","CDI HS/North Texas, TX
548 Santa Fe Dr
Weatherford, TX 76086-6503
(682)253-4230
","90CH010440","200","Early Head Start","Early Head Start","CDI HS/North Texas, TX","","548 Santa Fe Dr ","Weatherford","TX","76086-6503","(817) 598-1289","602 W Water St","Weatherford","TX","76086-3044","85613"
"Arlington II HS/EHS and CDC�","32.730032","-97.08249799999999","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","200","Early Head Start","Early Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 460-1112","525 Browning Dr","Arlington","TX","76010-7502","57308"
"Colonias Project--Hidalgo","26.179236","-98.11890199999999","Avance, Inc. - Las Colonias Early Head Start
811 E Bowie Ave
Alamo, TX 78516-2787
(956)354-2130
","06CH7188","200","Early Head Start","Early Head Start","Avance, Inc. - Las Colonias Early Head Start","","811 E Bowie Ave ","Alamo","TX","78516-2787","(956) 702-9334","811 E Bowie Ave","Alamo","TX","78516-2787","51391"
"Inman Christian Center","29.4173582910299","-98.51645535581969","City of San Antonio
106 S ST MARY'S ST, SUITE 700
SAN ANTONIO, TX 78205-3603
(210)206-5500
","06HP0019","200","Early Head Start","Early Head Start","City of San Antonio","","106 S ST MARY'S ST, SUITE 700 ","SAN ANTONIO","TX","78205-3603","(210) 222-9641","1214 Colima St","San Antonio","TX","78207-6102","58010"
"Texarkana Special Education Center-Early Head Start","33.4819255","-94.04657359999999","Texarkana Special Education Ctr Inc
6101 North State Line Avenue
Texarkana, TX 75503-5309
(903)791-2280
","06CH7086","200","Early Head Start","Early Head Start","Texarkana Special Education Ctr Inc","","6101 North State Line Avenue ","Texarkana","TX","75503-5309","(903) 791-2280","6101 N State Line Ave","Texarkana","TX","75503-5309","33772"
"Diamond Road Early Head Start","32.803727179277686","-97.32407308650818","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","200","Early Head Start","Early Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 625-5509","2526 Diamond Rd","Fort Worth","TX","76106-6568","57311"
"Little Coyote Learning Center","32.7565601","-97.0184873","SER-Jobs for Progress National, Inc.
100 E Royal Lane, Suite 130
Irving, TX 75039-4219
(469)549-3638
","06HP0026","200","Early Head Start","Early Head Start","SER-Jobs for Progress National, Inc.","","100 E Royal Lane, Suite 130 ","Irving","TX","75039-4219","(469) 549-3649","1100 N Carrier Pkwy","Grand Prairie","TX","75050-3364","81954"
"Cliff Maus","27.7497722","-97.43767500000001","NUECES COUNTY COMMUNITY ACTION AGENCY
101 South Padre Island Drive
Corpus Christi, TX 78405-4102
(361)883-7201
","06CH7090","200","Early Head Start","Early Head Start","NUECES COUNTY COMMUNITY ACTION AGENCY","","101 South Padre Island Drive ","Corpus Christi","TX","78405-4102","(361) 857-0428","1402 W Point Rd","Corpus Christi","TX","78416-1740","54700"
"Home Based Program","30.6668759","-96.32476450000001","Brazos Valley Community Action Program
3141 Briarcrest Drive
Suite 501
Bryan, TX 77802-3055
(979)774-3496
","06CH010454","200","Early Head Start","Early Head Start","Brazos Valley Community Action Program","","3141 Briarcrest Drive Suite 501","Bryan","TX","77802-3055","","3141 Briarcrest Dr
Ste 513","Bryan","TX","77802-3055","86891"
"Nelson","35.225316","-101.807298","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 677-5371","1023 N Nelson St","Amarillo","TX","79107-6800","57359"
"Dove Springs","30.1879148","-97.74365339999997","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","200","Early Head Start","Early Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 326-8716","5106 Village Square Dr","Austin","TX","78744-4462","41793"
"Salazar EHS  (Robstown ISD)","27.788953","-97.65848299999999","NUECES COUNTY COMMUNITY ACTION AGENCY
101 South Padre Island Drive
Corpus Christi, TX 78405-4102
(361)883-7201
","06CH7090","200","Early Head Start","Early Head Start","NUECES COUNTY COMMUNITY ACTION AGENCY","","101 South Padre Island Drive ","Corpus Christi","TX","78405-4102","(361) 767-6600","801 E Main Ave","Robstown","TX","78380-3134","34732"
"Grangerland EHS CCP","30.2574118","-95.3376301","Motivation Education & Training, Inc.
22551 Gene Campbell Blvd
New Caney, TX 77357-
(281)689-5544 - 223
","06HP0016","200","Early Head Start","Early Head Start","Motivation Education & Training, Inc.","","22551 Gene Campbell Blvd ","New Caney","TX","77357","(936) 231-2443","13401 Wigginsville Rd","Conroe","TX","77302-7523","82118"
"River Square Early Head Start Center","27.847758","-97.56711999999999","NUECES COUNTY COMMUNITY ACTION AGENCY
101 South Padre Island Drive
Corpus Christi, TX 78405-4102
(361)883-7201
","06CH7090","200","Early Head Start","Early Head Start","NUECES COUNTY COMMUNITY ACTION AGENCY","","101 South Padre Island Drive ","Corpus Christi","TX","78405-4102","(361) 242-3400","10342 River Run Blvd","Corpus Christi","TX","78410-2003","34731"
"Palo Duro Early Head Start Center","35.227778","-101.82325200000002","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 326-2461","1400 N Grant St","Amarillo","TX","79107-3951","57349"
"Child Care Group @ Dallas Bethlehem Center","32.7533206","-96.76046830000001","ChildCareGroup
1420 W Mockingbird Ln
Ste 300
Dallas, TX 75247-4973
(214)905-2497
","06CH7093","200","Early Head Start","Early Head Start","ChildCareGroup","","1420 W Mockingbird Ln Ste 300","Dallas","TX","75247-4973","(214) 943-6800","4410 Leland Ave","Dallas","TX","75215-4117","35212"
"Wilbarger County Preschool","34.1512111","-99.2751349","Rolling Plains Management Corporation
118 N 1st Street
Crowell, TX 79227-
(940)684-1571 - 230
","06HP0018","200","Early Head Start","Early Head Start","Rolling Plains Management Corporation","","118 N 1st Street ","Crowell","TX","79227","(940) 552-8156","926 Paradise St","Vernon","TX","76384-5521","81179"
"EHS Child Development Center  - SW19th","29.4244626","-98.53666290000001","Avance-San Antonio, Inc.
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788
","06CH7141","200","Early Head Start","Early Head Start","Avance-San Antonio, Inc.","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(210) 735-9155","526 SW 19th St
S.W. 19th","San Antonio","TX","78207-4679","47194"
"Opportunity School","35.228749","-101.79575599999998","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 381-0551","1525 N Grand St","Amarillo","TX","79107-7195","57345"
"Cleveland Street Center","35.1945366","-101.8254422","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 677-5401","1601 S Cleveland St","Amarillo","TX","79102-4211","57347"
"Comanche ISD Early Head Start","31.9038689","-98.60277410000003","EDUCATION SERVICE CENTER REGION XIV
1850 HIGHWAY 351
ABILENE, TX 79601-4750
(325)675-8631
","06HP0024","200","Early Head Start","Early Head Start","EDUCATION SERVICE CENTER REGION XIV","","1850 HIGHWAY 351 ","ABILENE","TX","79601-4750","(325) 675-8631","200 E Highland Ave","Comanche","TX","76442-1710","54904"
"Corsicana HS/EHS","32.0828118","-96.4688766","CDI HS/North Texas, TX
548 Santa Fe Dr
Weatherford, TX 76086-6503
(682)253-4230
","90CH010440","200","Early Head Start","Early Head Start","CDI HS/North Texas, TX","","548 Santa Fe Dr ","Weatherford","TX","76086-6503","(903) 654-9994","1009 W 13th Ave","Corsicana","TX","75110-7148","85599"
"Ninos de Uvalde","29.219037","-99.749483","AVANCE-SAN ANTONIO, INC
3133 General Hudnell Dr
Ste 130
San Antonio, TX 78226-2027
(210)220-1788 - 223
","06CH7059","200","Early Head Start","Early Head Start","AVANCE-SAN ANTONIO, INC","","3133 General Hudnell Dr Ste 130","San Antonio","TX","78226-2027","(830) 278-3760","2104 Garner Field Rd","Uvalde","TX","78801-6216","30804"
"El Nogal Early Head Start Center","26.3788125","-98.82760969999998","TEXAS MIGRANT COUNCIL
5215 McPherson Rd
Laredo, TX 78041-7326
(956)487-2600
","06CH7181","200","Early Head Start","Early Head Start","TEXAS MIGRANT COUNCIL","","5215 McPherson Rd ","Laredo","TX","78041-7326","(956) 488-1400","708 W Water St
P.O. Box 1057","Rio Grande City","TX","78582-4344","52861"
"Hemphill Child Development Center HS and EHS/Federal Interest HS building","29.970693","-97.856177","Community Action, Inc. of Central Texas
101 Uhland Rd
Ste 107
San Marcos, TX 78666-6681
(512)396-3395 - 228
","06CH7072","200","Early Head Start","Early Head Start","Community Action, Inc. of Central Texas","","101 Uhland Rd Ste 107","San Marcos","TX","78666-6681","(512) 268-2480","3995 E FM 150
Bldg A","Kyle","TX","78640-6207","53145"
"San Benito Early Head Start","26.1398908","-97.62308689999998","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","200","Early Head Start","Early Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 361-7455","1201 N Reagan St","San Benito","TX","78586-5254","53877"
"Austin Youth Works","30.2154877","-97.747188","Child Inc
818 East 53rd Street
Austin, TX 78751-2299
(512)451-7361 - 228
","06HP0010","200","Early Head Start","Early Head Start","Child Inc","","818 East 53rd Street ","Austin","TX","78751-2299","(512) 744-1919","1901 E Ben White Blvd","Austin","TX","78741-7840","53126"
"Night and Day Care and Play","35.170676","-101.86991899999998","REGION 16 EDUCATION SERVICE CENTER
5800 Bell St
Amarillo, TX 79109-6230
(806)677-5300
","06CH10104","200","Early Head Start","Early Head Start","REGION 16 EDUCATION SERVICE CENTER","","5800 Bell St ","Amarillo","TX","79109-6230","(806) 352-2186","2831 Mays St","Amarillo","TX","79109-5601","57352"
"Sparks EHS","31.673005998420503","-106.24263836718137","Education Service Center Region 19
11670 Chito Samaniego
El Paso, TX 79936-6956
(915)790-4610
","06CH7147","200","Early Head Start","Early Head Start","Education Service Center Region 19","","11670 Chito Samaniego ","El Paso","TX","79936-6956","(915) 790-4763","12811 Sparks Dr","El Paso","TX","79928-5795","44705"
"American Care Academy","32.7471791","-96.80954280000003","Head Start of Greater Dallas, Inc.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6400
","06HP0021","200","Early Head Start","Early Head Start","Head Start of Greater Dallas, Inc.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 943-7300","530 S R L Thornton Fwy","Dallas","TX","75203-3011","55151"
"Christine Smith EHS","29.5889065","-95.775038","NEIGHBORHOOD CENTERS, INC.
4500 Bissonnet St Ste 200
Bellaire, TX 77401-3113
(713)273-3211
","06CH10136","200","Early Head Start","Early Head Start","NEIGHBORHOOD CENTERS, INC.","","4500 Bissonnet St Ste 200 ","Bellaire","TX","77401-3113","","1000 Pultar Rd","Richmond","TX","77469-1569","81197"
"Galena Park EHS Center","29.7339197","-95.24026559999999","GALENA PARK INDEPENDENT SCHOOL DISTRICT
1908 2nd St
Galena Park, TX 77547-3218
(832)386-2000
","06CH7142","200","Early Head Start","Early Head Start","GALENA PARK INDEPENDENT SCHOOL DISTRICT","","1908 2nd St ","Galena Park","TX","77547-3218","(832) 386-2000","1908 2nd St","Galena Park","TX","77547-3218","47196"
