Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"1619623","","Heavenly Blessings Care - Preschool","701 SAGE BRUSH DR ","WEATHERFORD","TX","76087","PARKER",817-946-5891,"Licensed Child-Care Home","Full Permit",8/5/2016,12,"director@heavenlyblessingscare.com","1237216","","N","Y","Y","Y"
"1406491","","Heavens Angels","506 NEW TOWN RD ","KILGORE","TX","75662","GREGG",903-986-1830,"Licensed Child-Care Home","Full Permit",3/18/2013,12,"dc_helives07@yahoo.com","976975","","Y","Y","Y","Y"
"875412","","Heavens Playground","6903 GARY AVE ","LUBBOCK","TX","79413","LUBBOCK",806-745-6874,"Licensed Child-Care Home","Full Permit",6/12/2007,12,"","319181","","Y","Y","Y","Y"
"1626883","","Heritage Christian Preschool","1508 DOCKSIDE DR ","GLENN HEIGHTS","TX","75154","DALLAS",214-980-3519,"Licensed Child-Care Home","Full Permit",1/17/2017,10,"","1245843","","Y","Y","Y","Y"
"525190","","Hills Quality Child Care Home","6619 QUAIL LK ","SAN ANTONIO","TX","78244","BEXAR",210-661-2279,"Licensed Child-Care Home","Full Permit",4/9/1997,12,"totemwongse@gmail.com","148455","","Y","Y","Y","N"
"972886","","Holyland Day Care","22165 MARKET PL ","SAN BENITO","TX","78586","CAMERON",956-399-9719,"Licensed Child-Care Home","Full Permit",5/6/2009,12,"","450968","","Y","Y","Y","Y"
"1517121","","Home Away From Home","9122 ALPINE TRAIL ST ","SAN ANTONIO","TX","78250","BEXAR",210-286-6235,"Licensed Child-Care Home","Full Permit",1/13/2014,12,"kpinalas@gmail.com","1113855","","Y","Y","Y","Y"
"1551633","","Home Grown","4620 47TH ST ","LUBBOCK","TX","79414","LUBBOCK",806-781-5743,"Licensed Child-Care Home","Full Permit",7/7/2015,12,"","1161079","","Y","Y","Y","Y"
"1527809","","Honeys Homestyle Childcare and Development Program","416 LARRY DR ","LONGVIEW","TX","75602","GREGG",903-236-9925,"Licensed Child-Care Home","Full Permit",1/9/2015,12,"drniecey@sbcglobal.net","1128125","","Y","Y","Y","Y"
"897258","","Hopkins Home Day Care","2007 CONTINENTAL DR ","KILLEEN","TX","76543","BELL",254-462-2135,"Licensed Child-Care Home","Full Permit",12/23/2008,12,"rosshopkins@aol.com","357157","","Y","Y","Y","Y"
"513086","","House Of Many Angels","506 DUROUX RD ","LA MARQUE","TX","77568","GALVESTON",409-938-7766,"Licensed Child-Care Home","Full Permit",6/30/1995,12,"","139450","","Y","Y","Y","Y"
"507264","","House of Tykes","3308 FAIRVIEW DR ","CORINTH","TX","76210","DENTON",940-321-2415,"Licensed Child-Care Home","Full Permit",9/16/1994,12,"","135246","","Y","Y","Y","Y"
"1544772","","Huggable Home Preschool","4309 PRAIRIE DR ","KILLEEN","TX","76543","BELL",254-680-4350,"Licensed Child-Care Home","Full Permit",1/30/2015,12,"","1152363","","Y","Y","Y","Y"
"538774","","Hugs N Kisses Childcare","1416 E TATE ST ","BROWNFIELD","TX","79316","TERRY",806-637-8163,"Licensed Child-Care Home","Full Permit",2/1/1999,12,"","157367","","Y","Y","Y","Y"
"114413","","Humpty Dumpty I","704 N TENTH ST ","NAVASOTA","TX","77868","GRIMES",936-825-2249,"Licensed Child-Care Home","Full Permit",12/1/1986,12,"","96074","","Y","Y","Y","Y"
"521146","","Humpty Dumpty II","704 N TENTH ST ","NAVASOTA","TX","77868","GRIMES",936-419-1088,"Licensed Child-Care Home","Full Permit",11/13/1996,12,"","145434","","Y","Y","Y","Y"
"1593333","","Incredible Minds Daycare","4231 ANNAWOOD CIR ","SPRING","TX","77388","HARRIS",832-988-0831,"Licensed Child-Care Home","Full Permit",10/6/2016,12,"","1209046","","Y","Y","Y","Y"
"1625314","","India Warfield","1641 SAVAGE DR ","PLANO","TX","75023","COLLIN",469-562-4375,"Licensed Child-Care Home","Full Permit",6/24/2016,12,"","1243607","","Y","Y","Y","Y"
"1280926","","Infants 123","3300 HERRING AVE ","WACO","TX","76708","MCLENNAN",254-224-6210,"Licensed Child-Care Home","Full Permit",8/18/2011,12,"infants123@yahoo.com","824388","","Y","Y","Y","N"
"1529284","","Infants 2 Tots Enrichment Learning Academy","800 PIEDMONT DR ","MCKINNEY","TX","75071","COLLIN",469-481-6591,"Licensed Child-Care Home","Full Permit",6/26/2014,12,"","1130172","","Y","Y","Y","Y"
"839051","","Irma O Huerta","127 SARATOGA DR ","SAN ANTONIO","TX","78213","BEXAR",210-979-7647,"Licensed Child-Care Home","Full Permit",12/7/2004,12,"","250239","","Y","Y","Y","Y"
"1133326","","Isabel's Child Care","2007 KENTLAND DR ","HOUSTON","TX","77067","HARRIS",281-444-3947,"Licensed Child-Care Home","Full Permit",3/11/2011,12,"","644408","","Y","Y","Y","Y"
"883397","","Isabel's Licensed Child Care Home","4302 ALEJANDRO ST ","MISSION","TX","78573","HIDALGO",956-581-3670,"Licensed Child-Care Home","Full Permit",6/12/2008,12,"isabelgarzallc@gmail.com","333038","","Y","Y","Y","Y"
"852284","","J & P Bundle of Love Child Care","1454 LEADENHALL CIR ","CHANNELVIEW","TX","77530","HARRIS",281-452-3035,"Licensed Child-Care Home","Full Permit",2/21/2006,6,"","278766","","Y","Y","Y","Y"
"553190","","J C Daycare","10131 SPRINGWOOD DR ","EL PASO","TX","79925","EL PASO",915-598-6661,"Licensed Child-Care Home","Full Permit",9/25/2000,12,"pmavila.4301@gmail.com","168595","","Y","Y","Y","Y"
"230612","","Jack N Jill","706 VAN BUREN ST ","WICHITA FALLS","TX","76301","WICHITA",940-723-0116,"Licensed Child-Care Home","Full Permit",10/27/1987,12,"","103863","","Y","Y","Y","Y"
"1144386","","Jackie's Angels Home Daycare","1615 79TH PL ","LUBBOCK","TX","79423","LUBBOCK",806-790-5062,"Licensed Child-Care Home","Full Permit",11/5/2010,12,"","658608","","Y","Y","Y","Y"
"860454","","Jacksons Kids Club","1002 S ADELAIDE ST ","TERRELL","TX","75160","KAUFMAN",972-524-0584,"Licensed Child-Care Home","Full Permit",11/13/2006,12,"adelaide938@cs.com","295178","","Y","Y","Y","Y"
"547095","","Jafka Home Day Care","511 ZEBU RD ","EL PASO","TX","79927","EL PASO",915-860-0477,"Licensed Child-Care Home","Full Permit",6/27/2000,12,"","163852","","Y","Y","Y","Y"
"888624","","Jags Christian Academy","1000 CARTHAGE WAY ","ARLINGTON","TX","76017","TARRANT",682-552-6094,"Licensed Child-Care Home","Full Permit",7/22/2008,12,"dridoraj@gmail.com","343711","","Y","Y","Y","Y"
"873004","","JaMeelah's Playhouse","1745 ROCKRIDGE DR ","CEDAR HILL","TX","75104","DALLAS",972-223-6573,"Licensed Child-Care Home","Full Permit",5/30/2007,12,"robinson_karen@att.net","316018","","Y","Y","Y","Y"
"1072746","","Jameelas Day Care and Preschool","10799 ADIN ST ","EL PASO","TX","79924","EL PASO",915-799-5270,"Licensed Child-Care Home","Full Permit",7/9/2010,12,"Jamaalha@hotmail.com","568148","","Y","Y","Y","Y"
"1323346","","Jan Robbins  Robins Nest Childrens Center","204 W BROADWAY ST ","WEST","TX","76691","MCLENNAN",254-826-4469,"Licensed Child-Care Home","Full Permit",12/22/2011,12,"jan_robbins@yahoo.com","878028","","Y","Y","Y","Y"
"419020","","Jan's Day Care","1431 MORRELL AVE ","DALLAS","TX","75203","DALLAS",214-948-9113,"Licensed Child-Care Home","Full Permit",6/16/1993,12,"rs21250@netzero.net","129180","","Y","Y","Y","Y"
"1556059","","Jeanette Carriaga Little Angel's Day Home","2010 CRESTDALE DR ","HOUSTON","TX","77080","HARRIS",713-966-0870,"Licensed Child-Care Home","Full Permit",7/31/2015,12,"","1166330","","Y","Y","Y","Y"
"1551066","","Jennys Tiny Treasures Childcare","1411 E BOWIE ST ","BEEVILLE","TX","78102","BEE",361-542-4597,"Licensed Child-Care Home","Full Permit",3/26/2015,12,"","1160316","","Y","Y","Y","Y"
"920872","","Jens Day Care","3906 MARSHALL ST ","VERNON","TX","76384","WILBARGER",940-218-7883,"Licensed Child-Care Home","Full Permit",5/18/2009,12,"","384609","","Y","Y","Y","Y"
"823209","","JJs Child Care","516 CHEROKEE TRL ","KELLER","TX","76248","TARRANT",817-431-2783,"Licensed Child-Care Home","Full Permit",3/10/2003,12,"","217032","","Y","Y","Y","Y"
"1586976","","JoJo's Jungle","706 N 12TH ","WINK","TX","79789","WINKLER",432-530-3666,"Licensed Child-Care Home","Full Permit",2/26/2016,12,"","1201578","","Y","Y","Y","Y"
"1600236","","Journey Activity Center","10919 SKYBIRD DR ","HOUSTON","TX","77064","HARRIS",832-688-9899,"Licensed Child-Care Home","Full Permit",5/17/2016,12,"","1215798","","Y","Y","Y","Y"
"1625874","","Joy To The World Childcare and Education Prep","5432 MANUEL GAMEROS DR ","EL PASO","TX","79934","EL PASO",915-875-1001,"Licensed Child-Care Home","Full Permit",12/14/2016,12,"joycaldwell@me.com","1244414","","Y","Y","Y","Y"
"890008","","Joyce Wynn's Child Development Home","7374 SLEEPY RIDGE CIR ","FORT WORTH","TX","76133","TARRANT",817-386-7565,"Licensed Child-Care Home","Full Permit",9/12/2008,12,"joycepwynn@hotmail.com","346133","","Y","Y","Y","Y"
"1271747","","Juana Barcenas Day Care","802 N OAK DR ","HOUSTON","TX","77073","HARRIS",281-784-1571,"Licensed Child-Care Home","Full Permit",7/27/2011,12,"","813294","","Y","Y","Y","Y"
"881193","","Juanita Hawkins Family Childcare","1408 SINGING BIRD DR ","LANCASTER","TX","75134","DALLAS",972-224-9950,"Licensed Child-Care Home","Full Permit",11/7/2007,12,"jahpaintandplay@aol.com","328473","","Y","Y","Y","Y"
"539827","","Julies Day Care","4875 SALEM DR ","EL PASO","TX","79924","EL PASO",915-821-2038,"Licensed Child-Care Home","Full Permit",8/4/1999,12,"juliesdaycare2038@hotmail.com","158183","","Y","Y","Y","Y"
"1535521","","Jumping Kangaroo Day Care","415 TEQUILA RNCH ","SAN ANTONIO","TX","78245","BEXAR",210-383-0600,"Licensed Child-Care Home","Full Permit",11/18/2014,12,"jumpingkangaroosdaycare@gmail.com","1138923","","Y","Y","Y","Y"
"700331","","Just 4 Kids Schoolhouse CCD","1606 HESTER AVE ","DONNA","TX","78537","HIDALGO",956-464-9776,"Licensed Child-Care Home","Full Permit",10/27/1997,12,"","173978","","Y","Y","Y","Y"
"1240467","","Just Kids","804 PARK TRAIL VIS ","HOUSTON","TX","77019","HARRIS",832-426-4068,"Licensed Child-Care Home","Full Permit",6/3/2011,10,"","775148","","Y","Y","Y","Y"
"1603136","","Just Like Home Child Care and Learning Center","210 TRELLIS PL ","RICHARDSON","TX","75081","DALLAS",214-764-2935,"Licensed Child-Care Home","Full Permit",6/27/2016,12,"","1218880","","Y","Y","Y","Y"
"532984","","K & D' S Day Care","3005 REDWOOD AVE ","MCALLEN","TX","78501","HIDALGO",956-664-1044,"Licensed Child-Care Home","Full Permit",11/19/1998,12,"jcjc1207@aol.com","152908","","Y","Y","Y","Y"
"1110786","","Karen's Day Care","1311 W JEFF DR ","PHARR","TX","78577","HIDALGO",956-821-2804,"Licensed Child-Care Home","Full Permit",11/8/2010,12,"","616088","","Y","Y","Y","Y"
"1608260","","Karen's Kritters","17807 HOLY SEE ST ","HOCKLEY","TX","77447","HARRIS",713-822-3629,"Licensed Child-Care Home","Full Permit",7/21/2016,12,"","1223763","","Y","Y","Y","Y"
"1037386","","Karens 24 Hour Child Care and Day School","1743 ONEAL ST ","LANCASTER","TX","75134","DALLAS",972-218-8294,"Licensed Child-Care Home","Full Permit",4/13/2010,12,"","526509","","Y","Y","Y","Y"
"222978","","Karlas Kare","3105 MALONEY AVE ","BRYAN","TX","77801","BRAZOS",979-739-2866,"Licensed Child-Care Home","Full Permit",4/3/1987,12,"noblerk@suddenlink.net","102872","","Y","Y","Y","Y"
"1529305","","Kathy's Daycare","4521 JEWEL ST ","HOUSTON","TX","77026","HARRIS",713-674-2926,"Licensed Child-Care Home","Full Permit",7/23/2014,12,"","1130197","","Y","Y","Y","Y"
"552912","","Kathys Babies","2314 CARLTON WAY ","SAN ANGELO","TX","76901","TOM GREEN",325-949-9354,"Licensed Child-Care Home","Full Permit",2/28/2001,12,"kathy.sutters@gmail.com","168375","","Y","Y","Y","Y"
"1031047","","Kay Kays Kinder Kare","1525 CHAPMAN ST ","CEDAR HILL","TX","75104","DALLAS",469-471-5521,"Licensed Child-Care Home","Full Permit",3/8/2010,12,"","518650","","Y","Y","Y","Y"
"1385626","","Kayla Meloy","807 S FM 369 ","BURKBURNETT","TX","76354","WICHITA",940-636-7663,"Licensed Child-Care Home","Full Permit",4/12/2012,12,"","952928","","Y","Y","Y","Y"
"1358869","","Kelly Pickard","11846 OCEANVIEW ST ","HOUSTON","TX","77071","HARRIS",713-429-3605,"Licensed Child-Care Home","Full Permit",4/11/2012,12,"","921753","","Y","Y","Y","Y"
"897974","","Khaleelah's Preparatory Pre-School","1304 DUXBURY CT ","ARLINGTON","TX","76015","TARRANT",817-275-4850,"Licensed Child-Care Home","Full Permit",2/26/2009,12,"khaleelahslovingcare@yahoo.com","358174","","N","Y","Y","Y"
"1479966","","Khristos Kingdom Learning Center","1307 KILKENNY DR ","ARLINGTON","TX","76002","TARRANT",469-279-4933,"Licensed Child-Care Home","Full Permit",1/9/2013,12,"anointed45@gmail.com","1068608","","Y","Y","Y","Y"
"823911","","Kid Care","810 N MAIN ","MERIDIAN","TX","76665","BOSQUE",254-435-6046,"Licensed Child-Care Home","Full Permit",12/12/2002,12,"gzposton@yahoo.com","218270","","Y","Y","Y","Y"
"1057686","","Kid's Home","13922 BAY GARDENS DR ","SUGAR LAND","TX","77498","FORT BEND",832-493-6457,"Licensed Child-Care Home","Full Permit",4/14/2010,12,"anakarinamaciel@yahoo.com","550488","","Y","Y","Y","Y"
"1392566","","Kidcare Learning Center","1815 CALADIUM DR ","CORINTH","TX","76210","DENTON",940-300-5106,"Licensed Child-Care Home","Full Permit",9/19/2012,12,"ratosha_mejia@yahoo.com","961048","","Y","Y","Y","Y"
"1279906","","Kiddie Zone Child Care Home","2801 MEADOW RDG ","BROWNSVILLE","TX","78526","CAMERON",956-541-1632,"Licensed Child-Care Home","Full Permit",8/24/2011,12,"","823190","","Y","Y","Y","Y"
"555570","","Kidgarden Child Care","2017 70TH ST ","LUBBOCK","TX","79412","LUBBOCK",806-748-1554,"Licensed Child-Care Home","Full Permit",9/24/2001,12,"kidgardenchildcare@yahoo.com","170514","","N","Y","Y","Y"
"1509144","","Kids "R" Kids Home Day Care","1644 LEROY BONSE DR ","EL PASO","TX","79936","EL PASO",915-856-3009,"Licensed Child-Care Home","Full Permit",7/31/2013,12,"","1104645","","Y","Y","Y","Y"
"1562364","","Kids "R" Us Child Care and Learning Center","118 BIRCH LOOP ","LAREDO","TX","78046","WEBB",956-722-7304,"Licensed Child-Care Home","Full Permit",8/11/2015,12,"ARCH1981314@gmail.com","1175384","","Y","Y","Y","Y"
"1600676","","Kids 2 Success Learning Center","2502 36TH AVE N ","TEXAS CITY","TX","77590","GALVESTON",409-256-4578,"Licensed Child-Care Home","Full Permit",4/28/2016,12,"","1216298","","Y","Y","Y","Y"
"405263","","Kids Are Forever","6815 N LAKEWOOD DR ","GEORGETOWN","TX","78633","WILLIAMSON",512-508-4550,"Licensed Child-Care Home","Full Permit",9/8/1992,12,"","119027","","Y","Y","Y","Y"
"1508414","","Kids Are Genius","9211 TIDWELL RD ","HOUSTON","TX","77078","HARRIS",713-491-8055,"Licensed Child-Care Home","Full Permit",7/3/2013,12,"","1103710","","Y","Y","Y","Y"
"859838","","Kids Are People Too Daycare","201 DEARBORN ST ","WACO","TX","76704","MCLENNAN",254-753-0636,"Licensed Child-Care Home","Full Permit",5/2/2006,12,"","293939","","Y","Y","Y","Y"
"859973","","Kids At Play Child Care","713 CHANDLER CT ","ALLEN","TX","75002","COLLIN",469-675-3599,"Licensed Child-Care Home","Full Permit",1/19/2007,12,"kidsatplaychildcare@yahoo.com","294193","","Y","Y","Y","Y"
"1203186","","Kids Club","510 WATERFORD ST ","FARMERSVILLE","TX","75442","COLLIN",972-782-7780,"Licensed Child-Care Home","Full Permit",6/29/2011,12,"","731408","","Y","Y","Y","Y"
"815243","","Kids Country Corner","140 ROLLING HILLS RD ","BUDA","TX","78610","HAYS",512-295-4583,"Licensed Child-Care Home","Full Permit",9/26/2002,12,"lsylviavera@yahoo.com","202171","","Y","Y","Y","Y"
"1592236","","Kids Kingdom Home Daycare","2411 GALLOP DR ","KILLEEN","TX","76549","BELL",254-200-9222,"Licensed Child-Care Home","Full Permit",5/17/2016,12,"123KIDSKINGDOM@GMAIL.COM","1207738","","Y","Y","Y","Y"
"543357","","Kids Kottage","302 CONTI LN ","VICTORIA","TX","77904","VICTORIA",361-578-4848,"Licensed Child-Care Home","Full Permit",11/19/1999,12,"trac-e-talk@suddenlink.net","161037","","Y","Y","Y","Y"
"815578","","Kids Kottage II","302B CONTI LN ","VICTORIA","TX","77904","VICTORIA",361-578-4848,"Licensed Child-Care Home","Full Permit",11/1/2002,12,"trac-e-talk@suddenlink.net","202836","","N","Y","Y","Y"
"1250666","","Kids of the King","14802 SAN LUIS REY DR ","HOUSTON","TX","77083","HARRIS",832-867-1758,"Licensed Child-Care Home","Full Permit",5/23/2011,12,"","787708","","Y","Y","Y","Y"
"1203466","","Kids Playce","1104 E BUCKLEY ST ","BROWNFIELD","TX","79316","TERRY",806-778-0005,"Licensed Child-Care Home","Full Permit",3/3/2011,12,"Kidz.playce@mail.com","731688","","Y","Y","Y","Y"
"1619081","","Kids Zone Academy of Learning","550 COUNTY ROAD 139 N ","JASPER","TX","75951","JASPER",409-384-9738,"Licensed Child-Care Home","Full Permit",6/30/2016,12,"","1236573","","Y","Y","Y","Y"
"824913","","Kidsville Day Care","217 W CLEVELAND AVE ","HARLINGEN","TX","78550","CAMERON",956-440-1344,"Licensed Child-Care Home","Full Permit",1/15/2003,12,"","220223","","N","Y","Y","Y"
"1629233","","Kidz Field Inc","2204 BRIGHTON LN ","PLANO","TX","75075","COLLIN",214-881-7790,"Licensed Child-Care Home","Full Permit",2/9/2017,12,"kidzfieldinc@yahoo.com","1249225","","Y","Y","Y","Y"
"837132","","Kidz N Care San Juanita Campos","432 MONTEREY DR ","ALAMO","TX","78516","HIDALGO",956-787-1611,"Licensed Child-Care Home","Full Permit",9/15/2004,12,"Janiecampos127@gmail.com","245944","","Y","Y","Y","Y"
"1329546","","Kidz R Special 2","7402 POTTERS TRL ","AUSTIN","TX","78729","WILLIAMSON",512-401-0157,"Licensed Child-Care Home","Full Permit",12/1/2011,12,"schurondacruel@yahoo.com","885910","","Y","Y","Y","Y"
"1217886","","Kimber and Shellis Too","220 WILLOWWOOD LN ","LEVELLAND","TX","79336","HOCKLEY",806-897-2407,"Licensed Child-Care Home","Full Permit",3/14/2011,12,"Kimnatset@aol.com","748628","","Y","Y","Y","Y"
"237986","","Kims Day Care","5107 TEMPLE CT ","EL PASO","TX","79924","EL PASO",915-821-4598,"Licensed Child-Care Home","Full Permit",8/12/1988,12,"","105219","","Y","Y","Y","Y"
"1514057","","Kims Palace Home Day Care","2471 MATLAND DR ","DALLAS","TX","75237","DALLAS",214-875-7872,"Licensed Child-Care Home","Full Permit",12/10/2013,12,"","1110226","","Y","Y","Y","Y"
"1585216","","Kinder Ready Learning Center","2529 HARDWOOD DR ","BRYAN","TX","77803","BRAZOS",979-402-1528,"Licensed Child-Care Home","Full Permit",4/1/2016,12,"","1199398","","N","Y","Y","Y"
"1600056","","Kingdom Angels Too","4310 BEVERLY DR ","WACO","TX","76711","MCLENNAN",254-292-2029,"Licensed Child-Care Home","Full Permit",6/7/2016,12,"","1215641","","Y","Y","Y","Y"
"1482566","","Kingdom Kids In-Home Academy","16723 MARSTON PARK LN ","HOUSTON","TX","77084","HARRIS",832-235-0564,"Licensed Child-Care Home","Full Permit",3/5/2013,12,"","1071850","","Y","Y","Y","Y"
"1447887","","Kings and Queens Court","3915 CARVER PL ","IRVING","TX","75061","DALLAS",214-927-1831,"Licensed Child-Care Home","Full Permit",12/12/2012,9,"","1027352","","Y","Y","Y","N"
"535540","","Kings and Queens Learning Center","6121 RED BIRD CT ","DALLAS","TX","75232","DALLAS",214-335-0461,"Licensed Child-Care Home","Full Permit",9/29/1998,12,"abcmec@att.net","154859","","Y","Y","Y","Y"
"1523466","","Knowledge Tree Prep Academy","3606 CHAMBERLAND DR ","ARLINGTON","TX","76014","TARRANT",682-323-5846,"Licensed Child-Care Home","Full Permit",4/4/2014,10,"knowledgetreeprepacademy@yahoo.com","1122234","","Y","Y","Y","Y"
"1579556","","Kountry Kids Klubhouse","8220 SPAULDING ST ","HOUSTON","TX","77016","HARRIS",832-207-8568,"Licensed Child-Care Home","Full Permit",2/28/2016,9,"","1193318","","Y","Y","Y","Y"
"1394346","","Kozy Kiddos","362 PADDINGTON DR ","KYLE","TX","78640","HAYS",512-618-3422,"Licensed Child-Care Home","Full Permit",5/21/2012,12,"kozykiddos@yahoo.com","962988","","Y","Y","Y","Y"
"1516545","","Kristens Daycare","5203 S AUSTIN ST ","AMARILLO","TX","79110","RANDALL",806-282-2030,"Licensed Child-Care Home","Full Permit",12/31/2013,12,"","1113115","","Y","Y","Y","Y"
"1395366","","La Edad De Oro","20223 SUNSET RANCH DR ","KATY","TX","77449","HARRIS",281-550-0765,"Licensed Child-Care Home","Full Permit",6/8/2012,12,"","964148","","Y","Y","Y","Y"
"1626753","","Lake Forest Childcare","2228 CANYON PT ","MCKINNEY","TX","75071","COLLIN",214-592-0149,"Licensed Child-Care Home","Full Permit",6/13/2016,12,"tbutler0604.tb@gmail.com","1245669","","Y","Y","Y","Y"
"219497","","Lalas Day Care","510 POWELL CIR ","AUSTIN","TX","78704","TRAVIS",512-447-2937,"Licensed Child-Care Home","Full Permit",8/8/1986,12,"lalamg@sbcglobal.net","102350","","Y","Y","Y","Y"
"821240","","Lalas Little Ones","953 RIBBON TAIL ST ","CORPUS CHRISTI","TX","78418","NUECES",361-431-5264,"Licensed Child-Care Home","Full Permit",3/31/2003,12,"","213468","","Y","Y","Y","Y"
"879478","","Laneys Corner","911 N 34TH ST ","WACO","TX","76710","MCLENNAN",254-296-9474,"Licensed Child-Care Home","Full Permit",10/5/2007,12,"mrosecrants1@hot.rr.com","325393","","Y","Y","Y","Y"
"1556527","","Laras Busy Bees Inhome Daycare","9913 LEXINGTON DR ","PROVIDENCE VILLAGE","TX","76227","DENTON",530-368-0339,"Licensed Child-Care Home","Full Permit",11/17/2015,12,"gallagher_lara@hotmail.com","1167109","","Y","Y","Y","Y"
"1064066","","LaTonja's Loving Arms","2515 BOBWHITE BLVD ","MESQUITE","TX","75149","DALLAS",972-288-8919,"Licensed Child-Care Home","Full Permit",4/29/2010,12,"","558029","","Y","Y","Y","Y"
"407069","","Lauras Care","2027 NEBRASKA ST ","PECOS","TX","79772","REEVES",432-447-3755,"Licensed Child-Care Home","Full Permit",5/8/1998,12,"laurascare1@yahoo.com","120184","","N","Y","Y","Y"
"1521510","","LeAnna Exley","1305 GOLD DUST LN ","SAGINAW","TX","76131","TARRANT",214-697-0576,"Licensed Child-Care Home","Full Permit",1/24/2014,12,"","1119424","","Y","Y","Y","Y"
"1554322","","Learning Lane","1325 E GIBSON ST ","JASPER","TX","75951","JASPER",409-202-5047,"Licensed Child-Care Home","Full Permit",11/7/2014,12,"","1164206","","Y","Y","Y","Y"
"863923","","Leonor's Day Care Center","5630 E RICHARDSON RD ","EDINBURG","TX","78542","HIDALGO",956-380-0673,"Licensed Child-Care Home","Full Permit",3/21/2007,12,"melissaavitia@yahoo.com","301568","","Y","Y","Y","Y"
"1413206","","Leslie's Home Daycare","211 LEGION DR E ","CONVERSE","TX","78109","BEXAR",210-445-4495,"Licensed Child-Care Home","Full Permit",7/6/2012,12,"","984849","","N","Y","Y","Y"
"883638","","Letty's Loved Ones","7042 CORAL TREE LN ","SAN ANTONIO","TX","78227","BEXAR",210-675-4021,"Licensed Child-Care Home","Full Permit",5/23/2008,12,"mavmontoya@yahoo.com","333548","","Y","Y","Y","Y"
"1352707","","Lety's Day Care","3101 GUMWOOD AVE ","MCALLEN","TX","78501","HIDALGO",956-631-2690,"Licensed Child-Care Home","Full Permit",1/5/2012,12,"lety611@yahoo.com","914470","","Y","Y","Y","Y"
"535152","","Letys Day Care","11456 LAKE NEMI DR ","EL PASO","TX","79936","EL PASO",915-857-7854,"Licensed Child-Care Home","Full Permit",9/11/1998,12,"","154561","","Y","Y","Y","Y"
"1544425","","Levels of Learning","209 TRENTON DR ","WYLIE","TX","75098","COLLIN",214-501-3268,"Licensed Child-Care Home","Full Permit",12/4/2014,12,"levelsoflearning@gmail.com","1151863","","Y","Y","Y","Y"
"516435","","Leyvas Day Care","11521 BUNKY HENRY LN ","EL PASO","TX","79936","EL PASO",915-706-6029,"Licensed Child-Care Home","Full Permit",1/22/1996,12,"","141858","","Y","Y","Y","Y"
"551106","","Lil Angels Child Care","9168 DIAMOND AVE ","KAUFMAN","TX","75142","KAUFMAN",972-486-3056,"Licensed Child-Care Home","Full Permit",1/23/2001,12,"rocknshaun@aol.com","166941","","Y","Y","Y","Y"
"1564596","","Lil Debs Daycare","3590 BENNETT RD ","BEAUMONT","TX","77708","JEFFERSON",409-347-6769,"Licensed Child-Care Home","Full Permit",11/5/2015,6,"debra5204@att.net","1178321","","Y","Y","Y","Y"
"1516461","","Lil Rascals Childcare","22411 FM 1098 RD ","HEMPSTEAD","TX","77445","WALLER",936-857-9199,"Licensed Child-Care Home","Full Permit",11/14/2013,12,"","1113041","","Y","Y","Y","Y"
"1167706","","Lil Rascals Playhouse & Learning Center","10614 SAGEBERRY DR ","HOUSTON","TX","77089","HARRIS",281-481-1279,"Licensed Child-Care Home","Full Permit",12/14/2010,12,"lilrascalsplyhou@aol.com","688368","","Y","Y","Y","Y"
"543044","","Lil Tots Group","4613 BOICEWOOD ST ","HOUSTON","TX","77016","HARRIS",713-631-9618,"Licensed Child-Care Home","Full Permit",9/17/1999,12,"mvelula@yahoo.com","160786","","Y","Y","Y","Y"
"1501934","","Lil Tots Learning Center","3134 CENTENNIAL DR ","GARLAND","TX","75042","DALLAS",469-304-0586,"Licensed Child-Care Home","Full Permit",12/4/2012,12,"liltotslearningcenter@gmail.com","1096213","","Y","Y","Y","Y"
"914098","","Lilia's Day Care","3208 HUMMINGBIRD AVE ","MCALLEN","TX","78504","HIDALGO",956-631-3775,"Licensed Child-Care Home","Full Permit",6/11/2009,12,"","376457","","Y","Y","Y","Y"
"893750","","Lillian Green","409 SIGNAL HILL CT N ","FORT WORTH","TX","76112","TARRANT",817-496-5299,"Licensed Child-Care Home","Full Permit",11/14/2008,12,"","352108","","Y","Y","Y","Y"
"887918","","Lilys Day Care","1337 SABRINA LYN DR ","EL PASO","TX","79936","EL PASO",915-591-1801,"Licensed Child-Care Home","Full Permit",12/19/2008,12,"","342429","","Y","Y","Y","Y"
"420097","","Lilys Playworld","704 CONGO WAY ","EL PASO","TX","79907","EL PASO",915-300-2111,"Licensed Child-Care Home","Full Permit",2/12/1994,12,"mamalily59@gmail.com","130095","","Y","Y","Y","Y"
"419833","","Linda's Lullaby Land","206 W 18TH ST ","SAN JUAN","TX","78589","HIDALGO",956-781-9927,"Licensed Child-Care Home","Full Permit",8/6/1993,12,"guzmanlinda61@gmail.com","129876","","Y","Y","Y","Y"
"228752","","Lindas Day Care","929 W 5TH ST ","CLARENDON","TX","79226","DONLEY",806-205-1091,"Licensed Child-Care Home","Full Permit",8/31/1987,12,"","103621","","Y","Y","Y","Y"
