"name","latitude","longitude","grantee","grantNumber","delegateNo","centerType","programType","programDelegateName","programMainPhoneNumber","programAddress","programCity","programState","programZipCode","phone","address","city","state","zip","id"
"Smith Elementary School","33.51488664569164","-101.93385866322939","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-6800","8707 Dover Ave","Lubbock","TX","79424-5500","53396"
"Ervin Elementary School","33.5677049","-101.81613199999998","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-8200","1802 E 28th St","Lubbock","TX","79404-2006","53397"
"McWhorter Elementary","33.597323","-101.87580400000002","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-6100","2711 1st St","Lubbock","TX","79415-2805","53398"
"Waters Elementary School","33.524312","-101.88014499999997","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-7000","3006 78th St","Lubbock","TX","79423-1814","53399"
"Brown Elementary School","33.561048","-101.86854599999998","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-5300","2315 36th St","Lubbock","TX","79412-1005","53400"
"Alderson","33.59448042147347","-101.8122823584747","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-8000","219 Walnut Ave","Lubbock","TX","79403-4409","53401"
"Centennial Elementary","33.612929","-101.91488099999998","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-7800","1301 N Utica Ave","Lubbock","TX","79416-7400","53402"
"Hodges Elementary","33.54786199999999","-101.85200600000002","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-5800","5001 Avenue P","Lubbock","TX","79412-2918","53403"
"Wester Elementary","33.551505","-101.932163","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-7100","4602 Chicago Ave","Lubbock","TX","79414-1502","53404"
"Wolffarth Elementary","33.607746","-101.88478800000001","LUBBOCK INDEPENDENT SCHOOL DISTRICT
1628 19th St
Lubbock, TX 79401-
(806)219-0340
","06CH7166","000","Head Start","Head Start","LUBBOCK INDEPENDENT SCHOOL DISTRICT","","1628 19th St ","Lubbock","TX","79401","(806) 219-7600","3202 Erskine St","Lubbock","TX","79415-1506","53405"
"Plano ISD Head Start","33.0233459","-96.67696590000003","PLANO INDEPENDENT SCHOOL DISTRICT
2700 W. 15th Street
Plano, TX 75075-
(469)752-7160
","06CH7199","000","Head Start","Head Start","PLANO INDEPENDENT SCHOOL DISTRICT","","2700 W. 15th Street ","Plano","TX","75075","(469) 752-7160","1600 Rigsbee Dr","Plano","TX","75074-6525","53621"
"DJ Lerma Head Start","25.9299459","-97.43380909999996","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 831-3267","5407 Austin Rd","Brownsville","TX","78521-5855","53836"
"Esperanza B. Garza Head Start","26.0782703","-97.25019370000001","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 943-2905","131 Garfield","Laguna Heights","TX","78578","53837"
"La Gallina Head Start","26.124235","-97.64215899999999","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 361-4828","322 Woodford St","San Benito","TX","78586-2953","53838"
"Casa Grande Head Start","26.20718","-97.73949189999996","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 423-7827","106 Troywood Cir","Harlingen","TX","78552-4848","53839"
"Browne Head Start/Early Head Start","25.89541179303374","-97.38981285276492","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 838-0088","9901 California Rd","Brownsville","TX","78521-6135","53840"
"Zavala Head Start","26.2043357","-97.69899829999997","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 365-3685","421 Lafayette","Harlingen","TX","78550-4708","53841"
"Santa Maria Head Start","26.0795134","-97.84461490000001","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 514-0873","PO Box 456
Hwy 281 FM Road 506","Santa Maria","TX","78592-0456","53842"
"La Villita Head Start","25.930538","-97.479286","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 982-2020","2818 Rockwell Dr","Brownsville","TX","78521-2528","53843"
"Los Vecinos Head Start","26.1863102","-97.71049849999997","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 412-0521","702 S M St
Apt 309","Harlingen","TX","78550-6269","53844"
"Lyford Head Start","26.3875169","-97.73080700000003","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 347-3449","PO Box 308
Hwy 77 Rt 1","Lyford","TX","78569-0308","53845"
"Le Moyne Gardens Head Start","26.2270683","-97.66984209999998","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 412-1901","3221 N 25th St
Apt 25","Harlingen","TX","78550-2812","53846"
"El Ranchito Head Start","26.0261943","-97.63233350000002","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 399-6124","24356 W US Highway 281","San Benito","TX","78586-8052","53847"
"Bonita Park Head Start","26.169882202127017","-97.70277006721193","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 423-0984","1/4 MI Rangerville Rd.
Apt. 29","Harlingen","TX","78550","53848"
"Las Palmas Head Start","26.0760737","-97.51277399999998","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 233-8789","213 Orive Dr
Apt 977","Los Fresnos","TX","78566-4162","53849"
"Sebastian Head Start","26.3466928","-97.7969415","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 347-9919","434 West 8th St","Sebastian","TX","78594","53850"
"Santa Rosa Head Start/Early Head Start","26.25674","-97.82499630000001","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 636-1711","PO Box 36
North Hwy.107","Santa Rosa","TX","78593-0036","53851"
"Rancho Del Cielo Head Start","25.961235392996244","-97.51604704865724","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 350-8889","3 Old Ebony St","Brownsville","TX","78520-9481","53852"
"Beacon Bay Head Start/Early Head Start","26.0726106","-97.22509250000002","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 943-8105","1650 Hwy 100","Port Isabel","TX","78578-4624","53853"
"T.S.T.C Head Start","26.2285137","-97.6656087","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 425-5292","2702 Dogwood","Harlingen","TX","78550","53854"
"Landrum Head Start","26.1268125","-97.63190350000002","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 361-4464","450 S Dick Dowling St
Ste A","San Benito","TX","78586-3821","53855"
"Leon Gardens Head Start","25.9512284","-97.47254900000001","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 544-5865","68 Castellano Cir","Brownsville","TX","78526-2825","53856"
"Combes Head Start","26.2452188","-97.73369300000002","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 428-1571","21646 Hand Road","Harlingen","TX","78552","53857"
"Charles Isbell Head Start","25.9739925","-97.33005300000002","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 546-7923","260 Isbell Dr","Brownsville","TX","78521-6393","53858"
"Fred Booth Head Start","26.1348445","-97.6401267","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 276-4446","845 Zaragosa St","San Benito","TX","78586-5829","53860"
"Lena Bennett Head Start","25.9205425","-97.4822499","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 542-2192","566 Ash St","Brownsville","TX","78521-2100","53861"
"Harlingen Head Start/Early Head Start","26.1863951","-97.70436189999998","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 412-7012","829 W Filmore Ave","Harlingen","TX","78550-6225","53862"
"Los Indios Head Start/Early Head Start","26.05026","-97.74394999999998","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 361-7476","Corner of 5th and Heywood","Los Indios","TX","78567","53863"
"Sam Houston Head Start","26.179476","-97.81006980000001","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 797-1582","500 Beddoes Rd","La Feria","TX","78559-3070","53864"
"Raul Yzaguirre Head Start","25.935474","-97.50842399999999","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 544-1101","2255 N Coria St","Brownsville","TX","78520-8731","53865"
"Otis Klar Head Start/Early Head Start","26.481720909543466","-97.77053224232787","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 689-3788","1305 E Hidalgo Ave","Raymondville","TX","78580-4116","53866"
"Rio Hondo Head Start/ Early Head Start","26.2305796","-97.58265670000003","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 748-2863","609 S Reynolds","Rio Hondo","TX","78583-3223","53867"
"Las Yescas Head Start","26.111695","-97.521253","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 233-6973","23413 FM 803","San Benito","TX","78586-8480","53868"
"Marylyn Burns Head Start","25.9789439","-97.48853099999997","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 547-3780","1974 E Alton Gloor Blvd","Brownsville","TX","78526-3857","53869"
"Lopez-Riggins Head Start","26.0746947","-97.48343399999999","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 233-6930","613 N Mesquite St","Los Fresnos","TX","78566-3634","53871"
"Los Fresnos Head Start","26.0743425","-97.50086970000001","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 233-6934","32602 State Highway 100","Los Fresnos","TX","78566-4230","53872"
"Bruce Aiken Head Start","25.8775378","-97.43778120000002","NEIGHBORS IN NEED OF SERVICES, INC
402 West Robertson
San Benito, TX 78586-0047
(956)399-9944 - 305
","06CH7170","000","Head Start","Head Start","NEIGHBORS IN NEED OF SERVICES, INC","","402 West Robertson ","San Benito","TX","78586-0047","(956) 547-3782","6290 Southmost Rd","Brownsville","TX","78521-6537","53873"
"Terrell Independent School District Head Start Program","32.7290879","-96.28191190000001","TERRELL INDEPENDENT SCHOOL DISTRICT
W. H. Burnett Elementary
921 South Rockwall Street
Terrell, TX 75160-4411
(972)563-1452 - 1026
","06CH7198","000","Head Start","Head Start","TERRELL INDEPENDENT SCHOOL DISTRICT","","W. H. Burnett Elementary 921 South Rockwall Street","Terrell","TX","75160-4411","(972) 563-1452","921 S Rockwall St
W. H. Burnett Elementary","Terrell","TX","75160-4411","53884"
"Annaville Early Head Start","27.8413697","-97.59705869999999","NUECES COUNTY COMMUNITY ACTION AGENCY
101 South Padre Island Drive
Corpus Christi, TX 78405-4102
(361)883-7201
","06CH7090","000","Head Start","Head Start","NUECES COUNTY COMMUNITY ACTION AGENCY","","101 South Padre Island Drive ","Corpus Christi","TX","78405-4102","(361) 241-2001","3901 Cliff Crenshaw St","Corpus Christi","TX","78410-3114","54699"
"Salazar EHS  (Robstown ISD)","27.788953","-97.65848299999999","NUECES COUNTY COMMUNITY ACTION AGENCY
101 South Padre Island Drive
Corpus Christi, TX 78405-4102
(361)883-7201
","06CH7090","000","Head Start","Head Start","NUECES COUNTY COMMUNITY ACTION AGENCY","","101 South Padre Island Drive ","Corpus Christi","TX","78405-4102","(361) 767-6600","801 E Main Ave","Robstown","TX","78380-3134","54701"
"Midland South","31.9880718","-102.0753395","CDI/Midland County, TX
2811 Laforce Blvd
Midland, TX 79706-4637
(432)242-8953
","90CH9986","000","Head Start","Head Start","CDI/Midland County, TX","","2811 Laforce Blvd ","Midland","TX","79706-4637","(432) 240-1360","200 W Dakota Ave","Midland","TX","79701","56007"
"Abram CDC","32.73546220552171","-97.08095735581969","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 459-0608","1901 E Abram St","Arlington","TX","76010-1307","57262"
"Carson CDC","32.802002","-97.25530400000002","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 834-7706","2800 Carson St","Haltom City","TX","76117-4224","57263"
"Tucker CDC","32.714232","-97.131441","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 548-8678","1521 W Tucker Blvd","Arlington","TX","76013-5034","57264"
"North Fort Worth HS/EHS CCC","32.799204","-97.36001399999998","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 624-1381","901 NW 30th St","Fort Worth","TX","76106-5630","57265"
"Reagan CDC","32.726025587357086","-97.44809262698362","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 560-0372","3200 Reagan Dr","Fort Worth","TX","76116-5107","57266"
"Rosedale CDC","32.7304135","-97.2418802","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 457-7411","5304 E Rosedale St","Fort Worth","TX","76105-2011","57267"
"Forest Hill CDC","32.65572","-97.269048","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 483-1227","6901 Forest Hill Dr","Forest Hill","TX","76140-1213","57268"
"Midcities","32.84292","-97.08214599999997","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 571-2615","500 N Main St","Euless","TX","76039-3641","57269"
"Linda Kay CDC","32.8173139","-97.1879682","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 284-5629","824 Oakwood Ave","Hurst","TX","76053-5414","57270"
"Fuller CDC","32.67744893857816","-97.33363810185244","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 924-4303","800 W Fuller Ave","Fort Worth","TX","76115-3300","57271"
"White Settlement CDC","32.77153694833402","-97.46644489259035","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 367-0319","728 Comal Ave","White Settlement","TX","76108-1309","57272"
"Barbara T Williams CDC","32.691334","-97.29953799999998","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 536-1715","4800 S Riverside Dr","Fort Worth","TX","76119-5512","57273"
"Mansfield CDC","32.564096","-97.13244399999996","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 453-9315","800 E Broad St","Mansfield","TX","76063-1771","57275"
"River Oaks CDC","32.776525","-97.39403600000003","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 625-5622","4907 Ohio Garden Rd","River Oaks","TX","76114-3023","57276"
"Diamond Hill CDC","32.79442192453905","-97.32626900000002","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 626-7050","2412 Salisbury Ave","Fort Worth","TX","76106-7571","57277"
"Gragg HS/EHS CDC","32.765137607101124","-97.31034163624571","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 838-9131","2400 E 1st St","Fort Worth","TX","76111-1154","57278"
"Rosedale V","32.730929","-97.25995699999999","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 535-7711","4244 E Rosedale St","Fort Worth","TX","76105-1825","57279"
"Arlington II HS/EHS and CDC�","32.730032","-97.08249799999999","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 460-1112","525 Browning Dr","Arlington","TX","76010-7502","57280"
"Blanche HS/EHS and CDC","32.7170739","-97.23821399999997","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 457-1939","2900 Stalcup Rd","Fort Worth","TX","76119-1546","57281"
"Park Lake CDC","32.65359603982917","-97.36445689814758","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 294-5107","3312 Park Lake Dr","Fort Worth","TX","76133-4602","57282"
"Circle Park EHS and CDC���������������������������������������������","32.777428","-97.353994","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 740-1101","1519 Circle Park Blvd","Fort Worth","TX","76164-8942","57283"
"Alice Contreras - FWISD","32.6879813","-97.35676850000004","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 814-7800","4100 Lubbock Ave","Fort Worth","TX","76115-1029","57284"
"Hubbard Heights - FWISD","32.6780767","-97.33974490000003","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 814-7500","1333 W Spurgeon St","Fort Worth","TX","76115-2355","57287"
"MG Ellis - FWISD","32.7811588","-97.34648219999997","Child Care Associates
3000 E Belknap St
Fort Worth, TX 76111-4142
(817)838-8422 - 1500
","06CH10093","000","Head Start","Head Start","Child Care Associates","","3000 E Belknap St ","Fort Worth","TX","76111-4142","(817) 814-3800","215 NE 14th St","Fort Worth","TX","76164-8901","57288"
