"Operation #","Agency Number","Operation/Caregiver Name","Address","City","State","Zip","County","Phone","Type","Status","Issue Date","Capacity","Email Address","Facility ID","Monitoring Frequency","Infant","Toddler","Preschool","School","Lat","Long"
"1487647","10671","YMCA After School Childcare at MacArthur Elementary","8101 WHITUS DR ","EL PASO","TX","79925","EL PASO","915-591-3321","Licensed Center - Before/After School Program","Full Permit","2/21/2013","40","","1078271","","N","N","N","Y","31.781455","-106.377138"
"1522902","10671","YMCA After School Childcare at Vista Hills","10801 LA SUBIDA DR ","EL PASO","TX","79935","EL PASO","915-590-9622","Licensed Center - School Age Program","Full Permit","2/12/2014","40","","1121389","","N","N","N","Y","31.766549","-106.327806"
"1636729","","YMCA After School Program","514 PEAR AVE ","DUMAS","TX","79029","MOORE","806-421-8668","Licensed Center - Before/After School Program","Initial","11/22/2016","70","patrick.penewit@moorecountyymca.com","1258088","","N","N","N","Y","31.818880606405","-102.429677651601"
"1546462","","YMCA After School Program  @ Carleston Elememtary","3010 HARKEY RD ","PEARLAND","TX","77584","BRAZORIA","281-485-6805","Licensed Center - School Age Program","Full Permit","1/5/2015","94","","1154585","","N","N","N","Y","29.5509803673469","-95.314485755102"
"540370","","YMCA After School Program @ CJ Harris Elementary","2314 SCHLEIDER DR ","PEARLAND","TX","77581","BRAZORIA","281-485-6805","Licensed Center - School Age Program","Full Permit","5/28/1999","80","","158616","","N","N","N","Y","50.7077156","9.9474224"
"879613","","YMCA After School Program @ Cockrell Elementary","3500 MCHARD RD ","PEARLAND","TX","77581","BRAZORIA","281-485-6805","Licensed Center - School Age Program","Full Permit","4/28/2008","68","","325620","","N","N","N","Y","29.5798603","-95.3924129"
"1033626","","YMCA After School Program @ Lakes of Savannah","5151 SAVANNAH PKWY ","ROSHARON","TX","77583","BRAZORIA","281-585-3112","Licensed Center - School Age Program","Full Permit","4/7/2010","68","emma.jensen@ymcahouston.org","522088","","N","N","N","Y","34.9352274864865","-89.9321415540541"
"1521383","","YMCA After School Program @ Lawhon Elementary","5810 BROOKSIDE RD ","PEARLAND","TX","77581","BRAZORIA","832-986-9516","Licensed Center - School Age Program","Full Permit","2/13/2014","80","","1119275","","N","N","N","Y","50.8536744","-1.0056686"
"841074","","YMCA After School Program @ Marek Elementary","1947 KIRBY ST ","PEARLAND","TX","77584","BRAZORIA","281-485-6805","Licensed Center - School Age Program","Full Permit","3/14/2005","102","","254703","","N","N","N","Y","53.0381211","-2.1878384"
"1550463","","YMCA After School Program @ Patterson Elementary","5302 ALLENDALE RD ","HOUSTON","TX","77017","HARRIS","713-643-4396","Licensed Center - Before/After School Program","Full Permit","4/6/2015","85","taniquas@ymcahouston.org","1159606","","N","N","N","Y","53.5619986","-1.4855942"
"819325","","YMCA After School Program @ Rustic Oak Elementary","1302 RUSTIC LN ","PEARLAND","TX","77581","BRAZORIA","281-338-9622","Licensed Center - School Age Program","Full Permit","3/18/2003","89","","209998","","N","N","N","Y","29.5838498815294","-95.8018358660425"
"538735","","YMCA After School Program @ Shadycrest Elementary","2405 SHADYBEND DR ","PEARLAND","TX","77581","BRAZORIA","281-303-6950","Licensed Center - School Age Program","Full Permit","2/22/1999","80","","157335","","N","N","N","Y","34.011642","-117.9728389"
"831288","","YMCA After School Program @ Silvercrest Elementary","3003 SOUTHWYCK PKWY ","PEARLAND","TX","77584","BRAZORIA","281-485-6805","Licensed Center - School Age Program","Full Permit","3/16/2004","90","","232995","","N","N","N","Y","29.5490041573191","-95.3705881493715"
"559776","","YMCA After School Program @ Silverlake Elementary","2550 C R 90 ","PEARLAND","TX","77584","BRAZORIA","281-485-6805","Licensed Center - School Age Program","Full Permit","2/13/2002","102","","173651","","N","N","N","Y","0","0"
"1634865","","YMCA After School Program- Baird ISD","600 W 7TH ST ","BAIRD","TX","79504","CALLAHAN","325-677-8171","Licensed Center - Before/After School Program","Initial","8/22/2016","50","knygard@abileneymca.org","1256104","","N","N","N","Y","33.73794","-118.290274"
"1377366","","YMCA After School@Small Steps #1","1709 DEPELCHIN ST ","HOUSTON","TX","77007","HARRIS","713-692-3457","Licensed Center - Child Care Program","Full Permit","3/28/2012","24","","943068","","N","Y","Y","Y","29.7779090204082","-95.3750043673469"
"904350","2729","YMCA After-School @ Booker Elementary","22352 IMPERIAL VALLEY DR ","HOUSTON","TX","77073","HARRIS","281-469-1481","Licensed Center - School Age Program","Full Permit","4/30/2009","50","","365562","","N","N","N","Y","29.9503186","-95.3992826"
"1555931","10671","YMCA After-School Child Care at Mission Ridge","150 NONAP RD ","EL PASO","TX","79928","EL PASO","915-590-9622","Licensed Center - Before/After School Program","Full Permit","7/8/2015","40","julie.berry@elpasoymca.org","1166142","","N","N","N","Y","31.681985265069","-106.249776435888"
"1521658","10671","YMCA After-School Childcare at East Point Elementary","2400 ZANZIBAR RD ","EL PASO","TX","79925","EL PASO","915-590-9622","Licensed Center - Before/After School Program","Full Permit","3/5/2014","40","julie.berry@elpasoymca.org","1119680","","N","N","N","Y","31.776458","-106.344029"
"1523264","10671","YMCA After-School Childcare at Eastwood Heights","10530 JANWAY DR ","EL PASO","TX","79925","EL PASO","915-591-3321","Licensed Center - Before/After School Program","Full Permit","2/6/2014","40","julie.berry@elpasoymca.org","1121945","","N","N","N","Y","31.7677986303441","-106.340825329703"
"1521687","10671","YMCA After-School Childcare at Scotsdale Elementary School","2901 MCRAE BLVD ","EL PASO","TX","79925","EL PASO","915-590-9622","Licensed Center - Before/After School Program","Full Permit","2/24/2014","50","julie.berry@elpasoymca.org","1119741","","N","N","N","Y","31.783139","-106.356239"
"1632983","","YMCA Afterschool @ Aristoi Charter Elementary","5618 11TH ST ","KATY","TX","77493","HARRIS","281-392-5055","Licensed Center - Before/After School Program","Initial","8/16/2016","40","","1254048","","N","N","N","Y","39.988264","-82.9193319"
"1632948","","YMCA Afterschool @ Bethke Elementary","4535 E VENTANA PKWY ","KATY","TX","77493","HARRIS","281-392-5055","Licensed Center - Before/After School Program","Initial","8/16/2016","60","","1254016","","N","N","N","Y","29.6152208","-98.6212339"
"1545995","2729","YMCA Afterschool @ Davidson Elementary","26906 PINE MILL RANCH DR ","KATY","TX","77494","FORT BEND","281-392-5055","Licensed Center - Before/After School Program","Full Permit","3/3/2015","60","","1153962","","N","N","N","Y","29.7300749","-95.8241591"
"539148","2729","YMCA Afterschool @ Franklin Elementary","7101 CANAL ST ","HOUSTON","TX","77011","HARRIS","713-643-4396","Licensed Center - School Age Program","Full Permit","4/27/1999","50","taniquas@ymcahouston.org","157660","","N","N","N","Y","29.958012","-90.0760078"
"1632961","2729","YMCA Afterschool @ Jenks Elementary","27602 WESTRIDGE CREEK LN ","KATY","TX","77494","HARRIS","281-392-5055","Licensed Center - Before/After School Program","Initial","8/22/2016","60","","1254034","","N","N","N","Y","29.7425409","-95.8483643"
"1638898","","YMCA Afterschool @ Kipp Shine","10711 KIPP WAY DR ","HOUSTON","TX","77099","HARRIS","713-758-9191","Licensed Center - Before/After School Program","Initial","12/19/2016","29","","1260680","","N","N","N","Y","38.658267","-121.3124279"
"1558061","2729","YMCA Afterschool @ Memorial Pkwy Elementary","21603 PARK TREE LN ","KATY","TX","77450","HARRIS","291-392-5055","Licensed Center - Before/After School Program","Full Permit","6/19/2015","30","","1169317","","N","N","N","Y","29.76476705","-95.7460546838979"
"1263006","","YMCA Afterschool @ Northpointe Intermediate","11855 NORTHPOINTE BLVD ","TOMBALL","TX","77377","HARRIS","281-469-1481","Licensed Center - Before/After School Program","Full Permit","6/29/2011","40","","802848","","N","N","N","Y","41.7347632","-85.9743918"
"1546005","2729","YMCA Afterschool @ Randolph Elementary","5303 FLEWELLEN FALLS LN ","FULSHEAR","TX","77441","FORT BEND","281-392-5055","Licensed Center - Before/After School Program","Full Permit","3/3/2015","60","","1153974","","N","N","N","Y","29.6990593","-95.8557041"
"1619201","","YMCA Afterschool @ Rummel Creek","625 BRITTMOORE RD ","HOUSTON","TX","77079","HARRIS","713-467-9622","Licensed Center - School Age Program","Full Permit","3/28/2016","65","tammy.fyfe@ymcahouston.org","1236762","","N","N","N","Y","29.7741811","-95.5707237421996"
"1364406","2729","YMCA Afterschool @ Selman Elementary","1741 HIGHWAY 90 W ","SEALY","TX","77474","AUSTIN","281-642-8862","Licensed Center - School Age Program","Full Permit","8/23/2011","40","","927968","","N","N","N","Y","32.480871","-84.3929229"
"1495546","2729","YMCA Afterschool @ Shafer Elementary","5150 RANCH POINT DR ","KATY","TX","77494","FORT BEND","281-392-5055","Licensed Center - Before/After School Program","Full Permit","1/11/2013","60","","1088348","","N","N","N","Y","29.7166016","-95.8445489"
"1343566","","YMCA Afterschool @ Small Steps #2","2902 JENSEN DR ","HOUSTON","TX","77026","HARRIS","713-692-3457","Licensed Center - Child Care Program","Full Permit","12/19/2011","24","","903790","","N","Y","Y","Y","35.7832615","-78.6669662"
"1035687","2729","YMCA Afterschool @ Stanley Elementary","26633 CINCO TERRACE DR ","KATY","TX","77494","FORT BEND","281-392-5055","Licensed Center - School Age Program","Full Permit","2/24/2010","75","","524451","","N","N","N","Y","29.70858255","-95.8319361544822"
"1626455","","YMCA Afterschool @ Valley Oaks","8390 WESTVIEW DR ","HOUSTON","TX","77055","HARRIS","713-781-2980","Licensed Center - Before/After School Program","Initial","7/1/2016","120","LorieJ@ymcahouston.org","1245233","","N","N","Y","Y","29.7908309","-95.5471543"
"1497417","2729","YMCA Afterschool @ Victoria Walker Elem","4711 SEABIRD ST ","BAYTOWN","TX","77521","HARRIS","281-427-1797","Licensed Center - Before/After School Program","Full Permit","3/12/2013","60","Desmond.Valsin@ymcahouston.org","1090771","","N","N","Y","Y","29.810044220971","-94.9868216189097"
"856838","2729","YMCA Afterschool @ Weekley YMCA","7101 STELLA LINK RD ","HOUSTON","TX","77025","HARRIS","713-664-9622","Licensed Center - School Age Program","Full Permit","4/16/2007","85","kendra.carroll@ymcahouston.org","288331","","N","N","N","Y","29.7002941","-95.439388428033"
"1592902","","YMCA Afterschool @ Wildwood Elementary","13802 NORTHPOINTE BLVD ","TOMBALL","TX","77377","HARRIS","281-469-1481","Licensed Center - Before/After School Program","Full Permit","8/9/2016","120","","1208486","","N","N","Y","Y","41.7347632","-85.9743918"
"1495607","2729","YMCA Afterschool @ Wilson Elementary","5200 FALCON LANDING BLVD ","KATY","TX","77494","FORT BEND","281-392-5055","Licensed Center - Before/After School Program","Full Permit","1/22/2013","100","","1088449","","N","N","N","Y","29.7222512","-95.8229951849179"
"1546261","","YMCA Afterschool @ Wolfe Elementary","502 ADDICKS HOWELL RD ","HOUSTON","TX","77079","HARRIS","281-392-5055","Licensed Center - School Age Program","Full Permit","2/25/2015","35","sherryh@ymcahouston.org","1154334","","N","N","N","Y","29.6461792","-95.6515588"
"1495587","2729","YMCA Afterschool @ Wolman Elementary","28727 N FIRETHORNE RD ","KATY","TX","77494","FORT BEND","281-392-5055","Licensed Center - Before/After School Program","Full Permit","2/14/2013","60","","1088408","","N","N","N","Y","29.75403775","-95.8596787756373"
"1621430","","YMCA Afterschool @DeZavala Elementary School","7521 AVENUE H ","HOUSTON","TX","77012","HARRIS","713-353-5221","Licensed Center - School Age Program","Full Permit","10/10/2016","85","taniquas@ymcahouston.org","1239494","","N","N","Y","Y","32.729134","-97.2595329"
"1592933","","YMCA Afterschool @Oakcrest Intermediate School","18202 SHAW RD ","TOMBALL","TX","77377","HARRIS","281-469-1481","Licensed Center - Before/After School Program","Initial","1/11/2016","85","","1208515","","N","N","Y","Y","52.0780269","0.7228808"
"1358046","","YMCA Afterschool at Ben Milam Elementary","16415 FM 3083 RD ","CONROE","TX","77302","MONTGOMERY","936-441-9622","Licensed Center - School Age Program","Full Permit","3/5/2012","30","Van.Jordan@ymcahouston.org","920929","","N","N","N","Y","30.2413447943755","-95.3156420977925"
"1593978","10671","YMCA Afterschool Care at Pebble Hills","11145 EDGEMERE BLVD ","EL PASO","TX","79936","EL PASO","915-590-9622","Licensed Center - Before/After School Program","Full Permit","6/1/2016","40","","1209812","","N","N","N","Y","31.7905581836735","-106.309243285714"
"1635224","","YMCA Afterschool Child Care at Alicia Chacon","221 S PRADO RD ","EL PASO","TX","79907","EL PASO","915-590-9622","Licensed Center - Before/After School Program","Initial","10/3/2016","40","","1256478","","N","N","N","Y","32.7149379","-114.6662078"
"1500775","10671","YMCA Afterschool Childcare at Chester E. Jordan Elementary","13995 JASON CRANDALL DR ","EL PASO","TX","79938","EL PASO","915-591-3321","Licensed Center - Before/After School Program","Full Permit","5/1/2013","40","julie.berry@elpasoymca.org","1094983","","N","N","N","Y","31.8017828","-106.2422282"
"1491066","10671","YMCA Afterschool Childcare at Sageland Elementary School","7901 SANTA MONICA CT ","EL PASO","TX","79915","EL PASO","915-591-3321","Licensed Center - Before/After School Program","Full Permit","2/14/2013","40","","1082808","","N","N","N","Y","31.745926","-106.350616"
"1551286","2729","YMCA Afterschool Program @ Alamo Elementary","6100 N MAIN ","BAYTOWN","TX","77521","HARRIS","281-427-1797","Licensed Center - Before/After School Program","Full Permit","3/2/2015","120","Desmond.Valsin@ymcahouston.org","1160572","","N","N","N","Y","38.8036806","-90.4688024"
"1603820","","YMCA Afterschool Program at Cypresswood Elementary","6901 CYPRESSWOOD POINT AVE ","HUMBLE","TX","77338","HARRIS","281-469-1481","Licensed Center - Before/After School Program","Full Permit","6/14/2016","60","","1219517","","N","N","N","Y","30.0243595","-95.3215196848298"
"1523460","","YMCA Afterschool Ridge Creek Elementary","15201 WOODLANDS HILLS DR ","HUMBLE","TX","77396","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/28/2014","60","Ginger.Ulloa@ymcahouston.org","1122222","","N","N","N","Y","0","0"
"1223086","","YMCA Afterschool-Lantrip Elementary School","100 TELEPHONE RD ","HOUSTON","TX","77023","HARRIS","713-643-4396","Licensed Center - School Age Program","Full Permit","3/22/2011","102","","754370","","N","N","Y","Y","-34.7302162","138.9711882"
"932266","2729","YMCA ASP @ Fall Creek Elementary","14435 MESA DR ","HUMBLE","TX","77396","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","5/26/2009","83","Kevin.Granderson@ymcahouston.org","398989","","N","N","N","Y","32.694643","-97.0897279"
"1363389","","YMCA ASP @ Ninfa Laurenzo EC","205 N DELMAR ST ","HOUSTON","TX","77011","HARRIS","713-550-6196","Licensed Center - Before/After School Program","Full Permit","3/19/2012","36","","926713","","N","N","Y","Y","29.7463484","-95.3197577"
"1634844","","YMCA ASP at Clark Elementary","6033 N HIGHWAY 146 ","BAYTOWN","TX","77523","CHAMBERS","832-348-9799","Licensed Center - School Age Program","Initial","9/20/2016","50","Desmond.Valsin@ymcahouston.org","1256081","","N","N","N","Y","32.5933682","-92.6640173"
"1550526","","YMCA ASP at Youngblood Intermediate School","8410 DAIRY VIEW LN ","HOUSTON","TX","77072","HARRIS","281-983-8020","Licensed Center - Before/After School Program","Full Permit","6/4/2015","60","jocole.rogers@ymcahouston.org","1159692","","N","N","N","Y","29.68737795","-95.5989137754722"
"1632958","","YMCA at Barrett Elementary","815 FM 1942 RD ","CROSBY","TX","77532","HARRIS","281-360-2500","Licensed Center - School Age Program","Initial","10/7/2016","68","","1254029","","N","N","N","Y","29.880124","-95.047714"
"1496180","","YMCA at Comstock Elementary","7152 SILVERADO TRL ","MCKINNEY","TX","75070","COLLIN","469-348-9622","Licensed Center - Before/After School Program","Full Permit","2/19/2013","35","north@ymcadallas.org","1089130","","N","N","N","Y","33.1606015","-96.7115553"
"1632949","","YMCA at Crosby Elementary","14705 FM 2100 RD ","CROSBY","TX","77532","HARRIS","281-360-2500","Licensed Center - School Age Program","Initial","9/26/2016","68","","1254017","","N","N","N","Y","29.899556","-95.063598125"
"878495","2729","YMCA at Eagle Springs Elementary","12500 WILL CLAYTON PKWY ","HUMBLE","TX","77346","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","1/31/2008","85","Ginger.Ulloa@ymcahouston.org","323725","","N","N","N","Y","29.985539","-95.3085679"
"1607019","1027","YMCA at Fasken","5806 VAL VERDE DR ","MIDLAND","TX","79707","MIDLAND","432-682-2551","Licensed Center - Before/After School Program","Full Permit","5/25/2016","75","","1222542","","N","N","Y","Y","35.598345","-97.6087785"
"1497151","","YMCA at Hanes Elementary","2730 CHEYENNE ST ","IRVING","TX","75062","DALLAS","972-986-8898","Licensed Center - Before/After School Program","Full Permit","2/22/2013","25","south@ymcadallas.org","1090404","","N","N","N","Y","42.3829128","-83.1738166"
"1485606","","YMCA at Infinity Preparatory","1401 S MACARTHUR BLVD ","IRVING","TX","75060","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Full Permit","1/8/2013","80","south@ymcadallas.org","1075728","","N","N","N","Y","32.7999052187709","-96.9593063201701"
"517312","2729","YMCA AT JACK FIELDS ELEMENTARY","2505 S HOUSTON AVE ","HUMBLE","TX","77396","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/1/1996","60","kevin.granderson@ymcahouston.org","142534","","N","N","N","Y","29.96664335","-95.2624423534715"
"1547983","","YMCA at Joe K Bryant Elementary","2725 BRYANT FARM RD ","ANNA","TX","75409","COLLIN","469-348-9622","Licensed Center - Before/After School Program","Full Permit","2/20/2015","80","north@ymcadallas.org","1156167","","N","N","N","Y","35.7529545","-109.0664687"
"1526530","","YMCA at Johnston Elementary","2801 RUTGERS DR ","IRVING","TX","75062","DALLAS","469-442-7541","Licensed Center - Before/After School Program","Full Permit","5/2/2014","50","","1126289","","N","N","N","Y","40.7363809","-74.1834029"
"1363346","","YMCA at Lively Elementary","1800 PLYMOUTH DR W ","IRVING","TX","75061","DALLAS","972-920-9622","Licensed Center - Before/After School Program","Full Permit","10/10/2011","45","south@ymcadallas.org","926668","","N","N","N","Y","32.8299699","-96.9687656699233"
"1528091","","YMCA at Manara Academy","8201 TRISTAR DR ","IRVING","TX","75063","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Full Permit","6/17/2014","30","north@ymcadallas.org","1128584","","N","N","N","Y","32.9178013632423","-97.0050245963714"
"559595","2729","YMCA AT MAPLEBROOK ELEMENTARY","7935 FARMINGHAM RD ","HUMBLE","TX","77346","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/14/2002","68","james.hannan@ymcahouston.org","173539","","N","N","N","Y","29.99882155","-95.1555578018282"
"1634875","","YMCA at Miller Frisco","300 CYPRESS HILL DR ","LITTLE ELM","TX","75068","DENTON","469-348-9622","Licensed Center - Before/After School Program","Initial","11/3/2016","35","north@ymcadallas.org","1256127","","N","N","N","Y","39.229496","-121.062117"
"1547927","","YMCA at Newman Elementary","12333 BRIAR RIDGE RD ","FRISCO","TX","75033","DENTON","469-348-9622","Licensed Center - School Age Program","Full Permit","2/13/2015","170","north@ymcadallas.org","1156071","","N","N","N","Y","26.1276418","-80.4070361"
"1580945","","YMCA at Norris Elementary","10101 SHEPTON LN ","FRISCO","TX","75035","COLLIN","469-348-9622","Licensed Center - Before/After School Program","Full Permit","2/4/2016","35","north@ymcadallas.org","1194568","","N","N","N","Y","33.1606794","-96.7449377"
"417044","2729","YMCA AT NORTHBELT ELEMENTARY","8105 NE BELT ","HUMBLE","TX","77396","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/18/1993","60","kevin.granderson@ymcahouston.org","127489","","N","N","N","Y","47.387633","-110.9275279"
"517315","2729","YMCA at Oak Forest Elementary","6500 KINGWOOD GLEN DR ","HUMBLE","TX","77346","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/1/1996","60","justin.soliz@ymcahouston.org","142535","","N","N","N","Y","30.0006849949103","-95.179214043093"
"878504","2729","YMCA at Park Lakes Elementary","4400 WILSON RD ","HUMBLE","TX","77396","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","1/31/2008","85","kevin.granderson@ymcahouston.org","323739","","N","N","N","Y","30.0063038","-95.2510795"
"502516","2729","YMCA AT PINE FOREST ELEMENTARY","19702 W LAKE HOUSTON PKWY ","HUMBLE","TX","77346","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","1/5/1994","70","james.hannan@ymcahouston.org","132045","","N","N","N","Y","29.9520409","-95.1744435"
"1547502","","YMCA at Scott Elementary","10550 MILLBEND DR ","MCKINNEY","TX","75070","COLLIN","469-348-9622","Licensed Center - Before/After School Program","Full Permit","2/17/2015","60","north@ymcadallas.org","1155645","","N","N","N","Y","33.1925944","-96.7504829"
"1547979","","YMCA at Sue Rattan Elementary","1686 COUNTY ROAD 367 ","ANNA","TX","75409","COLLIN","469-348-9622","Licensed Center - Before/After School Program","Full Permit","2/13/2015","90","north@ymcadallas.org","1156160","","N","N","N","Y","40.287016","-82.1831099"
"419682","2729","YMCA AT THE OAKS ELEMENTARY","5858 UPPER LAKE DR ","HUMBLE","TX","77346","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","4/30/1993","60","Ginger.Ulloa@ymcahouston.org","129746","","N","N","N","Y","30.0061475","-95.1844258276865"
"419688","2729","YMCA AT TIMBERS ELEMENTARY","6910 LONESOME WOODS TRL ","HUMBLE","TX","77346","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","4/30/1993","60","Ginger.Ulloa@ymcahouston.org","129750","","N","N","N","Y","29.99092095","-95.1715143383803"
"419825","2729","YMCA AT Whispering Pines Elementary","17321 WOODLAND HILLS DR ","HUMBLE","TX","77346","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","5/20/1993","75","Ginger.Ulloa@ymcahouston.org","129868","","N","N","N","Y","29.97435805","-95.21313365"
"1355126","","YMCA Bauerschlag Elementary","2051 LEAGUE CITY PKWY ","LEAGUE CITY","TX","77573","GALVESTON","281-338-9622","Licensed Center - School Age Program","Full Permit","2/10/2012","75","","917288","","N","N","Y","Y","29.5083287","-95.0375729"
"851960","2729","YMCA Caldwell Elementary Afterschool Enrichment Program","5515 W OREM DR ","HOUSTON","TX","77085","HARRIS","832-473-4473","Licensed Center - School Age Program","Full Permit","2/16/2006","80","","278094","","N","N","N","Y","29.6271818","-95.4052522"
"1590336","","YMCA Camacho School Age Program","501 MUNICIPAL ","LEANDER","TX","78641","WILLIAMSON","512-246-9622","Licensed Center - School Age Program","Full Permit","12/14/2015","100","","1205399","","N","N","N","Y","-38.7442439","-72.6165137"
"1578798","","YMCA Carver Elementary","4901 SCENIC LAKE DR ","GEORGETOWN","TX","78626","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Full Permit","8/12/2015","75","","1192618","","N","N","Y","Y","30.5883173845295","-97.6631892367194"
"1545105","","YMCA Cedar Ridge Elementary","2115 MERIDIAN AVE ","WACO","TX","76708","MCLENNAN","254-753-5437","Licensed Center - School Age Program","Full Permit","2/12/2015","60","","1152795","","N","N","Y","Y","37.2856700864351","-121.913593607749"
"516059","1027","YMCA Central","800 N BIG SPRING ST ","MIDLAND","TX","79701","MIDLAND","432-682-2551","Licensed Center - School Age Program","Full Permit","9/18/1995","250","","141572","","N","N","Y","Y","32.004867","-102.07821"
"1195026","","YMCA Chandler Oaks Elementary","3800 STONE OAK DR ","ROUND ROCK","TX","78681","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Full Permit","7/19/2011","125","","721728","","N","N","Y","Y","30.5565050947953","-97.7334603333026"
"232453","1427","YMCA Child Care Center","1812 N MAYS ST ","ROUND ROCK","TX","78664","WILLIAMSON","512-615-5563","Licensed Center - Child Care Program","Full Permit","1/20/1988","145","pirish@ymcawilliamsonco.org","104110","","Y","Y","Y","Y","30.5185724","-97.6832931"
"905208","2729","YMCA Child Dev Center @ Lone Star College","2700 WW THORNE BLVD ","HOUSTON","TX","77073","HARRIS","281-765-7730","Licensed Center - Child Care Program","Full Permit","3/17/2009","185","Chasity.Hopkins@ymcahouston.org","366521","","Y","Y","Y","Y","0","0"
"1528986","1027","YMCA Child Development Center","800 N BIG SPRING ST ","MIDLAND","TX","79701","MIDLAND","432-682-2551","Licensed Center - Child Care Program","Full Permit","7/16/2014","250","awhite@midlandymca.org","1129806","","Y","Y","Y","Y","32.004867","-102.07821"
"1378306","","YMCA Children's Academy @ Huntsville","2906 OLD HOUSTON RD ","HUNTSVILLE","TX","77340","WALKER","936-295-8009","Licensed Center - Child Care Program","Full Permit","2/29/2012","75","amie.beadles@ymcahouston.org","944308","","Y","Y","Y","N","30.6982458807149","-95.5397883881322"
"1521033","","YMCA Children's Academy at University Park","11144 COMPAQ CENTER WEST DR ","HOUSTON","TX","77070","HARRIS","281-257-6600","Licensed Center - Child Care Program","Full Permit","1/7/2014","102","","1118678","","Y","Y","Y","Y","29.9936636211859","-95.5634696536147"
"1578616","","YMCA Cooper Elementary","1921 NE INNER LOOP ","GEORGETOWN","TX","78626","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Full Permit","8/12/2015","150","","1192399","","N","N","Y","Y","30.662874","-97.650054"
"1542021","10651","YMCA EARLY LEARNING CENTER PRE-SCHOOL","1806 E COLORADO ST ","VICTORIA","TX","77901","VICTORIA","361-575-0511","Licensed Center - Child Care Program","Full Permit","1/30/2015","67","mcavazos@ymcavictoria.org","1148690","","N","Y","Y","Y","28.8104482751678","-96.9847087785235"
"1042247","","YMCA East Montgomery County","16401 1ST ST ","SPLENDORA","TX","77372","MONTGOMERY","281-689-2655","Licensed Center - School Age Program","Full Permit","5/26/2010","45","cody.meredith@ymcahouston.org","532292","","N","N","N","Y","30.01556","-95.2396219"
"1496953","1427","YMCA England Elementary School","8801 PEARSON RANCH RD ","AUSTIN","TX","78717","WILLIAMSON","512-615-5548","Licensed Center - School Age Program","Full Permit","3/6/2013","100","","1090128","","N","N","Y","Y","32.811542","-97.6723159"
"877036","","YMCA Extra Innings","1915 STANFORD ST ","GREENVILLE","TX","75401","HUNT","903-455-5405","Licensed Center - School Age Program","Full Permit","2/3/2008","69","christacompton@hotmail.com","321481","","N","N","N","Y","29.7513355714286","-95.3888072857143"
"1627312","","YMCA Extra Innings @ Sulphur Springs Elem","829 BELL ST ","SULPHUR SPRINGS","TX","75482","HOPKINS","903-455-9622","Licensed Center - School Age Program","Full Permit","7/19/2016","75","","1246516","","N","N","N","Y","33.6769320362739","-93.5886582572135"
"1580176","","YMCA Extra Innings at Celeste Elementry","605 W COCKWELL ST ","CELESTE","TX","75423","HUNT","903-455-9622","Licensed Center - School Age Program","Full Permit","2/11/2016","35","","1193901","","N","N","Y","Y","0","0"
"1544857","","YMCA Extra Innings at Early Childhood Learning Center","390 N HILLCREST DR ","SULPHUR SPRINGS","TX","75482","HOPKINS","903-455-9622","Licensed Center - Before/After School Program","Full Permit","2/20/2015","75","","1152505","","N","N","Y","Y","36.2531828953826","-86.6965920537548"
"1582596","","YMCA Extra Innings at Lamar Elementary","6321 JACK FINNEY BLVD ","GREENVILLE","TX","75402","HUNT","903-455-9622","Licensed Center - School Age Program","Full Permit","2/11/2016","24","","1196199","","N","N","Y","Y","33.1055719072143","-96.090213609549"
"1544884","","YMCA Extra Innings at Travis Primary","130 GARRISON ST ","SULPHUR SPRINGS","TX","75482","HOPKINS","903-455-9622","Licensed Center - Before/After School Program","Full Permit","2/20/2015","75","","1152522","","N","N","N","Y","40.7225290952381","-74.1523403809524"
"1579687","","YMCA Ford Elementary","210 WOODLAKE DR ","GEORGETOWN","TX","78633","WILLIAMSON","254-615-5563","Licensed Center - Before/After School Program","Full Permit","8/21/2015","75","","1193493","","N","N","N","Y","40.1902351281402","-74.9779387946848"
"1579679","","YMCA Frost Elementary","711 LAKEWAY DR ","GEORGETOWN","TX","78628","WILLIAMSON","512-615-5563","Licensed Center - Before/After School Program","Full Permit","8/21/2015","75","mellerbrock@ymcagwc.org","1193463","","N","N","N","Y","40.7329665","-73.3515161982246"
